CD_CARGO,SQ_CANDIDATO,NM_CANDIDATO,CD_SITUACAO_CANDIDATURA,DS_SITUACAO_CANDIDATURA,CD_DETALHE_SITUACAO_CAND,DS_DETALHE_SITUACAO_CAND,TP_AGREMIACAO,NR_PARTIDO,SG_PARTIDO,NM_PARTIDO,NR_FEDERACAO,NM_FEDERACAO,SG_FEDERACAO,DS_COMPOSICAO_FEDERACAO,SQ_COLIGACAO,NM_COLIGACAO,DS_COMPOSICAO_COLIGACAO,NR_IDADE_DATA_POSSE,CD_GENERO,DS_GENERO,CD_GRAU_INSTRUCAO,DS_GRAU_INSTRUCAO,CD_ESTADO_CIVIL,DS_ESTADO_CIVIL,CD_COR_RACA,DS_COR_RACA,CD_OCUPACAO,DS_OCUPACAO,VR_DESPESA_MAX_CAMPANHA,CD_SIT_TOT_TURNO,DS_SIT_TOT_TURNO,ST_REELEICAO,ST_DECLARAR_BENS,NR_PROTOCOLO_CANDIDATURA,NR_PROCESSO,CD_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_PLEITO,CD_SITUACAO_CANDIDATO_URNA,DS_SITUACAO_CANDIDATO_URNA,ST_CANDIDATO_INSERIDO_URNA,NM_TIPO_DESTINACAO_VOTOS,CD_SITUACAO_CANDIDATO_TOT,DS_SITUACAO_CANDIDATO_TOT,ST_PREST_CONTAS,ST_SUBSTITUIDO,SQ_SUBSTITUIDO,SQ_ORDEM_SUPLENCIA,DT_ACEITE_CANDIDATURA
6,250001610648,PAULO APARECIDO SILVA CAYRES,12,APTO,2,DEFERIDO,FEDERAÇÃO,13,PT,PARTIDO DOS TRABALHADORES,2,Federação Brasil da Esperança - FE BRASIL,PT/PC do B/PV,PT/PC do B/PV,250001681527,FEDERAÇÃO,PT/PC do B/PV,57.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,707,TRABALHADOR METALÚRGICO E SIDERÚRGICO,3176572.53,5,SUPLENTE,N,S,-1,6015049120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,21,08/08/2022 15:59:39
6,250001677915,RICARDO PEREIRA DO CARMO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,90,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,-1,#NULO#,#NULO#,#NULO#,250001684165,PARTIDO ISOLADO,PROS,54.0,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,3,CASADO(A),1,BRANCA,541,MECÂNICO DE MANUTENÇÃO,3176572.53,4,NÃO ELEITO,N,S,-1,6035201820226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,13/08/2022 19:27:29
7,250001619323,CINTIA VANESSA GOMES,12,APTO,2,DEFERIDO,FEDERAÇÃO,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,3,Federação PSOL REDE,PSOL/REDE,PSOL/REDE,250001682175,FEDERAÇÃO,PSOL/REDE,32.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),5,INDÍGENA,125,ADMINISTRADOR,1270629.01,5,SUPLENTE,N,N,-1,6022427920226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,23,10/08/2022 12:07:26
7,250001611759,PAULO ROBERTO FIORILO,12,APTO,2,DEFERIDO,FEDERAÇÃO,13,PT,PARTIDO DOS TRABALHADORES,2,Federação Brasil da Esperança - FE BRASIL,PT/PC do B/PV,PT/PC do B/PV,250001681589,FEDERAÇÃO,PT/PC do B/PV,59.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,1270629.01,2,ELEITO POR QP,S,S,-1,6016928420226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,08/08/2022 18:12:56
7,250001610140,RODRIGO AUGUSTO MORAES,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,22,PL,PARTIDO LIBERAL,-1,#NULO#,#NULO#,#NULO#,250001681492,PARTIDO ISOLADO,PL,38.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,1270629.01,2,ELEITO POR QP,S,S,-1,6010752720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,08/08/2022 14:28:21
6,250001610269,ROSA ALVES CARDOSO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,19,PODE,PODEMOS,-1,#NULO#,#NULO#,#NULO#,250001681496,PARTIDO ISOLADO,PODE,45.0,4,FEMININO,6,ENSINO MÉDIO COMPLETO,9,DIVORCIADO(A),3,PARDA,257,EMPRESÁRIO,3176572.53,5,SUPLENTE,N,N,-1,6012017720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,66,08/08/2022 14:45:25
7,250001610454,ADILSON DOMINGOS CENSI,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,19,PODE,PODEMOS,-1,#NULO#,#NULO#,#NULO#,250001681521,PARTIDO ISOLADO,PODE,48.0,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,9,DIVORCIADO(A),1,BRANCA,257,EMPRESÁRIO,1270629.01,5,SUPLENTE,N,S,-1,6012250820226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,30,08/08/2022 15:28:51
7,250001610490,DEISE DUARTE,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,19,PODE,PODEMOS,-1,#NULO#,#NULO#,#NULO#,250001681521,PARTIDO ISOLADO,PODE,47.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,131,ADVOGADO,1270629.01,5,SUPLENTE,N,S,-1,6013178320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,65,08/08/2022 15:28:51
6,250001611346,LYSSA CAROLINE MONTEIRO MAXIMO CARTIER,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,22,PL,PARTIDO LIBERAL,-1,#NULO#,#NULO#,#NULO#,250001681568,PARTIDO ISOLADO,PL,33.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,111,MÉDICO,3176572.53,5,SUPLENTE,N,N,-1,6014052420226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,45,08/08/2022 17:18:03
7,250001639570,PAULO AUGUSTO LEITE MOTOOKA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,10,REPUBLICANOS,REPUBLICANOS,-1,#NULO#,#NULO#,#NULO#,250001682797,PARTIDO ISOLADO,REPUBLICANOS,53.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,233,POLICIAL MILITAR,1270629.01,5,SUPLENTE,N,S,-1,6028966620226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,24,11/08/2022 14:06:36
7,250001639579,PAULO ELIAS VICENTE,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,10,REPUBLICANOS,REPUBLICANOS,-1,#NULO#,#NULO#,#NULO#,250001682797,PARTIDO ISOLADO,REPUBLICANOS,49.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESÁRIO,1270629.01,5,SUPLENTE,N,S,-1,6028897420226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,32,11/08/2022 14:06:36
7,250001602174,FERNANDO GALVAO MOURA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,44,UNIÃO,UNIÃO BRASIL,-1,#NULO#,#NULO#,#NULO#,250001681143,PARTIDO ISOLADO,UNIÃO,50.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,1270629.01,5,SUPLENTE,N,S,-1,6005894220226260000,16,DEFERIDO COM RECURSO,16,DEFERIDO COM RECURSO,SIM,Válido,2,Deferido,S,N,-1,4,02/08/2022 18:46:15
6,250001602049,LIGIA LIMA DOS SANTOS,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,44,UNIÃO,UNIÃO BRASIL,-1,#NULO#,#NULO#,#NULO#,250001681142,PARTIDO ISOLADO,UNIÃO,44.0,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,257,EMPRESÁRIO,3176572.53,5,SUPLENTE,N,S,-1,6005175520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,32,02/08/2022 18:37:22
7,250001621773,CARLOS EDUARDO PLACUCCI,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,70,AVANTE,AVANTE,-1,#NULO#,#NULO#,#NULO#,250001682281,PARTIDO ISOLADO,AVANTE,61.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESÁRIO,1270629.01,4,NÃO ELEITO,N,S,-1,6026480320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 19:01:15
7,250001610529,VLADIMIR CODINHOTO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,19,PODE,PODEMOS,-1,#NULO#,#NULO#,#NULO#,250001681521,PARTIDO ISOLADO,PODE,55.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,921,MILITAR REFORMADO,1270629.01,5,SUPLENTE,N,S,-1,6012996220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,55,08/08/2022 15:28:51
6,250001695261,MAURICIO PEREIRA CARDOSO,3,INAPTO,14,INDEFERIDO,PARTIDO ISOLADO,27,DC,DEMOCRACIA CRISTÃ,-1,#NULO#,#NULO#,#NULO#,250001684583,PARTIDO ISOLADO,DC,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,233,POLICIAL MILITAR,3176572.53,-1,#NULO#,N,S,-1,6036068620226260000,-1,#NULO#,-1,#NULO#,NÃO,#NULO#,-1,#NULO#,N,N,-1,-1,14/08/2022 13:54:57
7,250001642206,CLAUDIA VALDENIA GOMES MAIA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,35,PMB,PARTIDO DA MULHER BRASILEIRA,-1,#NULO#,#NULO#,#NULO#,250001682984,PARTIDO ISOLADO,PMB,36.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,999,OUTROS,1270629.01,4,NÃO ELEITO,N,N,-1,6029607620226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,11/08/2022 19:35:05
7,250001611751,RENÉ VICENTE DOS SANTOS,12,APTO,2,DEFERIDO,FEDERAÇÃO,65,PC do B,PARTIDO COMUNISTA DO BRASIL,2,Federação Brasil da Esperança - FE BRASIL,PT/PC do B/PV,PT/PC do B/PV,250001681589,FEDERAÇÃO,PT/PC do B/PV,50.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,703,ELETRICISTA E ASSEMELHADOS,1270629.01,5,SUPLENTE,N,S,-1,6016815520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,21,08/08/2022 18:12:56
7,250001597787,SÉRGIO ZAGARINO JUNIOR,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,30,NOVO,PARTIDO NOVO,-1,#NULO#,#NULO#,#NULO#,250001680946,PARTIDO ISOLADO,NOVO,33.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,1270629.01,5,SUPLENTE,N,S,-1,6004197020226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,19,28/07/2022 17:48:08
5,250001610580,LUIZ CARLOS PRATES,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,-1,#NULO#,#NULO#,#NULO#,250001681524,PARTIDO ISOLADO,PSTU,67.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),2,PRETA,707,TRABALHADOR METALÚRGICO E SIDERÚRGICO,7115522.46,4,NÃO ELEITO,N,S,-1,6013220820226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,08/08/2022 15:48:16
7,250001621718,KELLY VESCO MOZZONE,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,70,AVANTE,AVANTE,-1,#NULO#,#NULO#,#NULO#,250001682281,PARTIDO ISOLADO,AVANTE,45.0,4,FEMININO,8,SUPERIOR COMPLETO,7,SEPARADO(A) JUDICIALMENTE,1,BRANCA,999,OUTROS,1270629.01,4,NÃO ELEITO,N,S,-1,6026559220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 19:01:15
6,250001612121,RICHARD PORTO DE ROSA,3,INAPTO,6,RENÚNCIA,FEDERAÇÃO,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1,Federação PSDB Cidadania,PSDB/CIDADANIA,PSDB/CIDADANIA,250001681602,FEDERAÇÃO,PSDB/CIDADANIA,39.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,171,JORNALISTA E REDATOR,3176572.53,-1,#NULO#,N,S,-1,6019170720226260000,-1,#NULO#,-1,#NULO#,NÃO,#NULO#,-1,#NULO#,N,N,-1,-1,08/08/2022 18:52:42
6,250001715844,GIOVANI FALCONE DE CRISTO ALVES,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001685178,PARTIDO ISOLADO,PRTB,44.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,101,ENGENHEIRO,3176572.53,4,NÃO ELEITO,N,S,-1,6037367620226260000,4,INDEFERIDO COM RECURSO,4,INDEFERIDO COM RECURSO,SIM,Válido,2,Deferido,S,N,-1,-1,15/08/2022 10:47:10
9,250001602003,MARIA CRISTINA DAMASIO DE ALMEIDA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,80,UP,UNIDADE POPULAR,-1,#NULO#,#NULO#,#NULO#,250001681138,PARTIDO ISOLADO,UP,48.0,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,SOLTEIRO(A),2,PRETA,581,DONA DE CASA,-1.0,4,NÃO ELEITO,N,S,-1,6004681420226260000,2,DEFERIDO,2,DEFERIDO,SIM,#NULO#,2,Deferido,N,N,-1,-1,02/08/2022 18:20:00
7,250001606291,TELMA MARIA CARDIA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,77,SOLIDARIEDADE,SOLIDARIEDADE,-1,#NULO#,#NULO#,#NULO#,250001681318,PARTIDO ISOLADO,SOLIDARIEDADE,62.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,999,OUTROS,1270629.01,5,SUPLENTE,N,S,-1,6009462220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,19,05/08/2022 17:02:25
7,250001620590,JOÃO CARLOS CARAMEZ,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001682228,PARTIDO ISOLADO,PSB,71.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,142,PROFESSOR DE ENSINO SUPERIOR,1270629.01,5,SUPLENTE,N,S,-1,6024185820226260000,2,DEFERIDO,4,INDEFERIDO COM RECURSO,SIM,Válido,2,Deferido,S,N,-1,9,10/08/2022 15:32:28
6,250001643863,MARCIO ROBERTO GARCIA LARRANHAGA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,20,PSC,PARTIDO SOCIAL CRISTÃO,-1,#NULO#,#NULO#,#NULO#,250001683090,PARTIDO ISOLADO,PSC,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,923,APOSENTADO (EXCETO SERVIDOR PÚBLICO),3176572.53,5,SUPLENTE,N,S,-1,6033764420226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,24,11/08/2022 20:10:01
7,250001620604,FABRICIO SANCHES MESTRINER,3,INAPTO,6,RENÚNCIA,PARTIDO ISOLADO,40,PSB,PARTIDO SOCIALISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001682228,PARTIDO ISOLADO,PSB,44.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,1270629.01,-1,#NULO#,N,N,-1,6024324220226260000,-1,#NULO#,-1,#NULO#,NÃO,#NULO#,-1,#NULO#,N,S,-1,-1,10/08/2022 15:32:28
7,250001609981,SANDRA CANDIDO MORETTI,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,15,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001681484,PARTIDO ISOLADO,MDB,54.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,233,POLICIAL MILITAR,1270629.01,5,SUPLENTE,N,S,-1,6010086220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,30,08/08/2022 14:07:11
7,250001733561,RAPHAEL GOZUEN CAMARGO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,70,AVANTE,AVANTE,-1,#NULO#,#NULO#,#NULO#,250001682281,PARTIDO ISOLADO,AVANTE,38.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,1270629.01,4,NÃO ELEITO,N,S,-1,6042373020226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,250001621763,-1,02/09/2022 18:13:38
7,250001719430,ANILTON HERCULINO DOS SANTOS,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,90,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,-1,#NULO#,#NULO#,#NULO#,250001685317,PARTIDO ISOLADO,PROS,44.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,999,OUTROS,1270629.01,4,NÃO ELEITO,N,S,-1,6038761320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,15/08/2022 13:23:28
7,250001621723,ADRIANA SOUZA DOS SANTOS PEREIRA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,70,AVANTE,AVANTE,-1,#NULO#,#NULO#,#NULO#,250001682281,PARTIDO ISOLADO,AVANTE,43.0,4,FEMININO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),2,PRETA,999,OUTROS,1270629.01,4,NÃO ELEITO,N,N,-1,6026411120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 19:01:15
6,250001620760,PATRÍCIA MARIA DA SILVA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,51,PATRIOTA,PATRIOTA,-1,#NULO#,#NULO#,#NULO#,250001682231,PARTIDO ISOLADO,PATRIOTA,45.0,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,1,SOLTEIRO(A),2,PRETA,999,OUTROS,3176572.53,4,NÃO ELEITO,N,N,-1,6025034420226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 15:54:40
7,250001721374,CESAR BENEDITO ALVES,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,36,AGIR,AGIR,-1,#NULO#,#NULO#,#NULO#,250001685371,PARTIDO ISOLADO,AGIR,61.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,111,MÉDICO,1270629.01,4,NÃO ELEITO,N,S,-1,6039506720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,15/08/2022 14:10:02
7,250001597778,MARIA CRISTINA DE OLIVEIRA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,30,NOVO,PARTIDO NOVO,-1,#NULO#,#NULO#,#NULO#,250001680946,PARTIDO ISOLADO,NOVO,59.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,266,PROFESSOR DE ENSINO MÉDIO,1270629.01,5,SUPLENTE,N,S,-1,6004092620226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,8,28/07/2022 17:48:08
7,250001642221,LUIS ALEXANDRE PINHEIRO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,35,PMB,PARTIDO DA MULHER BRASILEIRA,-1,#NULO#,#NULO#,#NULO#,250001682984,PARTIDO ISOLADO,PMB,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,244,TÉCNICO EM EDIFICAÇÕES,1270629.01,4,NÃO ELEITO,N,S,-1,6029806720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,11/08/2022 19:35:05
7,250001612276,MARCELO LEANDRO BRAGA PALINI,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,11,PP,PROGRESSISTAS,-1,#NULO#,#NULO#,#NULO#,250001681607,PARTIDO ISOLADO,PP,50.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,7,SEPARADO(A) JUDICIALMENTE,1,BRANCA,169,COMERCIANTE,1270629.01,5,SUPLENTE,N,S,-1,6019742520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,27,08/08/2022 19:05:28
6,250001611276,APARECIDO SARAIVA DA ROCHA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,15,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001681566,PARTIDO ISOLADO,MDB,59.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,9,DIVORCIADO(A),3,PARDA,257,EMPRESÁRIO,3176572.53,5,SUPLENTE,N,S,-1,6013385920226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,8,08/08/2022 17:12:38
7,250001612274,PATRICIA ROSSI CICOTOSTE,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,11,PP,PROGRESSISTAS,-1,#NULO#,#NULO#,#NULO#,250001681607,PARTIDO ISOLADO,PP,53.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,101,ENGENHEIRO,1270629.01,5,SUPLENTE,N,S,-1,6019717020226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,52,08/08/2022 19:05:28
6,250001613963,JORGE DONIZETTI RIBEIRO DE MATOS,3,INAPTO,14,INDEFERIDO,PARTIDO ISOLADO,33,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,-1,#NULO#,#NULO#,#NULO#,250001681693,PARTIDO ISOLADO,PMN,61.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,3176572.53,4,NÃO ELEITO,N,S,-1,6020850920226260000,4,INDEFERIDO COM RECURSO,4,INDEFERIDO COM RECURSO,SIM,Anulado,14,Indeferido,S,N,-1,-1,09/08/2022 13:17:08
7,250001602173,EDSON DE OLIVEIRA GIRIBONI,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,44,UNIÃO,UNIÃO BRASIL,-1,#NULO#,#NULO#,#NULO#,250001681143,PARTIDO ISOLADO,UNIÃO,69.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESÁRIO,1270629.01,5,SUPLENTE,S,S,-1,6005781320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,1,02/08/2022 18:46:15
7,250001606245,ANTONIO ALBERTO DOS REIS,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,77,SOLIDARIEDADE,SOLIDARIEDADE,-1,#NULO#,#NULO#,#NULO#,250001681318,PARTIDO ISOLADO,SOLIDARIEDADE,67.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESÁRIO,1270629.01,5,SUPLENTE,N,S,-1,6009150220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,59,05/08/2022 17:02:25
6,250001677875,MARIA RACHEL OLIVEIRA BONFIM,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,90,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,-1,#NULO#,#NULO#,#NULO#,250001684165,PARTIDO ISOLADO,PROS,43.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,230,PEDAGOGO,3176572.53,4,NÃO ELEITO,N,N,-1,6035037920226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,13/08/2022 19:27:29
6,250001715852,KERIN DA ROCHA SILVA PEREIRA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001685178,PARTIDO ISOLADO,PRTB,27.0,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESÁRIO,3176572.53,4,NÃO ELEITO,N,N,-1,6037419820226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,15/08/2022 10:47:10
6,250001597674,ALEXIS JOSEPH STEVERLYNCK FONTEYNE,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,30,NOVO,PARTIDO NOVO,-1,#NULO#,#NULO#,#NULO#,250001680945,PARTIDO ISOLADO,NOVO,55.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,277,DEPUTADO,3176572.53,5,SUPLENTE,S,S,-1,6003174820226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,3,28/07/2022 17:05:52
7,250001621707,PAULO SÉRGIO SILVESTRE,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,70,AVANTE,AVANTE,-1,#NULO#,#NULO#,#NULO#,250001682281,PARTIDO ISOLADO,AVANTE,54.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,237,REPRESENTANTE COMERCIAL,1270629.01,4,NÃO ELEITO,N,S,-1,6027173520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 19:01:15
7,250001610509,TATIANA DE FREITAS SIVIERO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,19,PODE,PODEMOS,-1,#NULO#,#NULO#,#NULO#,250001681521,PARTIDO ISOLADO,PODE,45.0,4,FEMININO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,1270629.01,5,SUPLENTE,N,S,-1,6012468120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,39,08/08/2022 15:28:51
