Mortalidade Geral
Óbitos Residentes MSP por Idade Detalhada e Distrito Admin residência
Sexo: Feminino
Raça/Cor: Preta
Período:2010-2019
"Idade Detalhada";"Água Rasa";"Alto de Pinheiros";"Anhanguera";"Aricanduva";"Artur Alvim";"Barra Funda";"Bela Vista";"Belém";"Bom Retiro";"Brás";"Brasilândia";"Butantã";"Cachoeirinha";"Cambuci";"Campo Belo";"Campo Grande";"Campo Limpo";"Cangaíba";"Capão Redondo";"Carrão";"Casa Verde";"Cidade Ademar";"Cidade Dutra";"Cidade Líder";"Cidade Tiradentes";"Consolação";"Cursino";"Ermelino Matarazzo";"Freguesia do Ó";"Grajaú";"Guaianases";"Iguatemi";"Ipiranga";"Itaim Bibi";"Itaim Paulista";"Itaquera";"Jabaquara";"Jaçanã";"Jaguara";"Jaguaré";"Jaraguá";"Jardim Ângela";"Jardim Helena";"Jardim Paulista";"Jardim São Luís";"José Bonifácio";"Lajeado";"Lapa";"Liberdade";"Limão";"Mandaqui";"Marsilac";"Moema";"Moóca";"Morumbi";"Parelheiros";"Pari";"Parque do Carmo";"Pedreira";"Penha";"Perdizes";"Perus";"Pinheiros";"Pirituba";"Ponte Rasa";"Raposo Tavares";"República";"Rio Pequeno";"Sacomã";"Santa Cecília";"Santana";"Santo Amaro";"São Domingos";"São Lucas";"São Mateus";"São Miguel";"São Rafael";"Sapopemba";"Saúde";"Sé";"Socorro";"Tatuapé";"Tremembé";"Tucuruvi";"Vila Andrade";"Vila Curuçá";"Vila Formosa";"Vila Guilherme";"Vila Jacuí";"Vila Leopoldina";"Vila Maria";"Vila Mariana";"Vila Matilde";"Vila Medeiros";"Vila Prudente";"Vila Sônia";"Ignorado";"Total"
"8 anos";-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"9 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"10 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"11 anos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"12 anos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"13 anos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6
"14 anos";-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"15 anos";-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"16 anos";-;-;1;-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;1;-;-;1;-;-;3;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;19
"17 anos";-;-;1;-;1;-;-;-;-;1;2;-;2;-;-;-;2;-;1;-;-;1;-;1;3;-;-;-;1;-;-;1;-;-;1;2;1;-;-;-;2;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;1;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;1;3;-;-;41
"18 anos";-;-;-;-;-;-;-;-;-;-;3;-;1;-;-;-;1;-;2;-;-;-;-;-;1;-;-;-;-;1;2;-;-;-;1;3;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;29
"19 anos";-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;1;-;-;-;-;-;3;-;1;-;-;2;-;-;-;-;2;4;1;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;27
"20 anos";1;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;1;-;2;-;-;1;-;-;2;1;-;-;1;3;1;-;-;-;1;1;1;-;-;-;-;-;3;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;2;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;35
"21 anos";-;-;-;-;-;-;1;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;1;1;-;-;-;2;1;-;-;-;-;2;2;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;1;-;1;-;-;-;-;1;-;-;1;1;-;-;-;1;-;-;1;-;1;-;33
"22 anos";-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;1;1;2;-;-;3;-;-;-;-;-;1;-;1;3;-;-;-;1;-;1;-;-;-;1;-;-;-;-;1;1;-;-;2;-;-;-;1;-;1;-;-;1;-;-;-;-;1;-;1;-;-;-;-;1;-;-;1;-;1;1;1;1;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;1;-;37
"23 anos";-;-;-;1;1;-;-;-;-;1;1;-;2;-;-;-;1;-;-;-;-;-;-;1;2;-;-;1;-;1;-;-;-;-;-;3;-;-;-;-;1;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;2;1;-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;1;-;-;-;34
"24 anos";-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;-;-;2;-;-;-;-;-;-;2;-;-;1;-;-;1;2;-;1;-;-;-;1;1;-;1;2;2;1;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;1;1;-;-;1;36
"25 anos";-;-;-;-;-;-;-;-;-;-;3;-;1;1;1;1;1;-;1;-;-;1;1;2;1;-;1;1;-;3;-;1;-;1;1;-;-;1;-;-;2;-;3;-;2;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;1;-;-;2;1;-;-;1;-;-;-;-;3;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;47
"26 anos";-;-;-;-;3;-;1;-;-;1;1;-;2;-;-;-;1;1;3;-;-;-;2;2;2;-;-;2;-;1;1;-;-;-;2;-;1;1;-;-;1;1;-;-;-;1;1;-;-;1;1;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;-;1;1;-;-;-;1;3;-;1;-;-;-;-;1;-;2;1;-;-;1;-;-;-;1;-;-;-;-;50
"27 anos";1;-;-;-;-;-;1;-;-;1;4;1;-;-;1;1;-;-;-;-;3;4;1;1;1;-;2;-;-;1;-;2;-;-;1;4;-;-;-;-;3;1;-;-;2;1;-;1;-;-;2;-;-;-;-;1;-;-;2;1;-;-;-;-;1;-;-;-;1;-;-;-;-;1;2;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;-;55
"28 anos";-;-;-;-;2;-;-;-;-;-;4;-;-;-;-;-;-;-;2;-;1;1;2;1;1;-;-;-;-;-;-;-;-;-;2;2;3;-;-;-;1;-;-;-;3;1;-;-;-;1;1;-;-;-;-;-;-;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;1;1;-;-;3;1;-;1;-;-;-;-;1;-;1;-;45
"29 anos";1;-;-;1;1;-;-;-;-;-;2;-;1;-;-;-;2;-;1;-;-;1;3;-;2;-;1;-;1;1;2;-;-;1;-;-;1;-;-;-;2;-;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;-;2;1;-;-;1;-;-;-;1;-;1;-;1;-;1;-;-;2;-;-;-;43
"30 anos";-;-;-;1;-;-;2;1;-;1;4;-;2;-;1;-;1;3;1;2;1;1;-;-;1;-;-;1;2;4;-;1;-;-;4;3;2;2;-;1;3;1;1;-;3;1;2;-;3;1;1;-;-;-;-;-;-;1;1;-;-;2;1;1;1;-;-;-;1;-;2;-;1;1;2;1;1;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;1;3;-;-;-;81
"31 anos";-;-;-;-;2;-;1;-;-;-;6;-;1;-;-;-;-;-;2;-;-;3;2;2;1;-;-;-;2;2;-;-;-;-;1;2;4;-;-;-;-;1;1;-;-;-;4;1;-;-;-;-;-;-;-;2;-;-;2;1;-;1;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;5;-;1;-;-;1;-;-;1;-;-;-;1;-;-;-;2;-;-;-;59
"32 anos";1;-;1;-;1;-;-;-;-;-;5;-;2;-;-;-;-;1;1;-;-;-;2;1;2;-;1;3;2;3;-;1;-;-;-;2;-;-;-;-;-;2;2;-;3;-;3;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;-;-;-;52
"33 anos";-;-;-;-;2;-;1;-;-;2;3;-;1;-;1;-;1;2;2;1;-;1;1;1;4;-;-;1;3;3;1;1;-;-;3;1;2;-;-;-;2;4;2;-;4;1;1;-;1;1;1;-;-;-;-;-;1;1;1;1;-;-;-;1;1;-;3;1;-;-;-;-;-;1;1;-;2;2;-;-;-;-;2;-;-;2;1;1;1;-;2;-;-;1;-;-;-;81
"34 anos";1;1;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;1;2;-;-;3;3;-;4;-;1;1;1;1;-;1;1;-;1;1;-;-;-;1;1;-;1;-;4;1;3;-;-;2;-;-;1;-;-;4;-;-;-;2;-;1;-;-;1;-;1;1;5;-;2;-;-;-;-;-;1;2;-;-;-;1;2;2;1;2;-;-;-;-;2;-;-;2;1;-;-;73
"35 anos";-;-;-;1;6;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;-;1;2;-;5;-;2;2;2;5;1;2;1;-;4;3;2;1;1;-;4;3;3;-;4;3;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;1;-;-;-;1;1;3;-;1;-;-;-;-;-;-;3;1;1;1;-;-;-;1;4;1;-;1;2;-;3;1;1;1;-;-;1;94
"36 anos";-;-;-;3;-;-;-;1;-;-;7;-;2;-;-;1;3;-;4;-;-;3;-;-;3;-;1;3;3;-;2;3;3;-;1;1;1;2;-;-;-;2;3;-;1;3;3;-;-;1;-;-;-;-;2;2;-;-;1;1;-;1;-;-;-;3;2;2;1;-;-;-;-;1;2;1;1;-;-;-;-;-;1;-;-;2;1;-;-;-;-;-;2;3;1;-;-;90
"37 anos";-;-;1;2;1;-;-;1;-;2;1;-;5;-;-;-;2;1;2;-;-;1;1;1;4;-;-;-;4;4;2;2;1;-;1;5;3;2;-;-;4;2;1;-;2;1;6;-;-;2;-;1;-;-;-;-;-;1;1;2;1;-;-;1;3;2;-;-;1;1;-;-;-;-;2;2;2;2;1;-;-;-;4;-;1;-;-;1;1;-;1;1;-;2;-;1;1;103
"38 anos";-;-;1;2;1;-;3;-;-;1;3;-;2;-;-;1;3;1;1;-;1;3;1;1;4;-;-;1;3;5;3;1;1;-;6;4;2;1;-;-;1;6;2;-;2;1;5;-;-;-;2;-;-;-;1;-;-;1;1;1;-;1;-;2;1;-;-;1;3;-;2;1;1;-;2;2;2;2;-;1;-;-;2;-;1;-;1;1;2;-;-;1;-;-;-;3;1;112
"39 anos";-;-;-;1;1;-;-;-;-;2;9;-;2;-;-;2;-;3;5;-;1;6;2;2;3;-;-;2;-;5;2;-;1;-;3;1;3;2;-;-;1;4;2;-;1;3;2;-;1;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;1;-;1;2;1;-;-;1;-;1;-;1;4;-;1;-;-;1;-;-;3;1;-;2;-;-;-;2;3;1;3;-;105
"40 anos";1;-;-;1;1;1;-;1;-;-;3;-;4;-;-;1;2;1;2;-;1;2;2;4;5;-;-;2;2;3;1;1;2;-;6;4;1;3;-;2;7;5;-;-;2;1;1;1;1;2;1;-;-;-;-;2;1;1;1;-;-;2;-;1;1;3;1;-;1;-;3;-;2;3;1;-;1;4;-;-;-;-;1;2;-;2;-;-;4;-;-;-;1;2;-;1;1;122
"41 anos";-;-;-;2;1;-;-;-;-;-;3;-;1;-;-;1;1;1;4;-;2;5;4;2;-;1;-;1;1;4;2;1;1;-;4;4;1;1;-;-;4;1;1;-;3;4;2;-;-;2;1;-;-;-;1;3;-;-;4;2;1;-;-;2;4;-;3;3;2;-;-;-;1;2;2;1;1;2;1;2;-;1;3;-;-;2;-;-;1;-;1;-;-;1;-;4;-;116
"42 anos";-;1;1;1;2;1;-;-;-;1;5;-;2;-;1;-;1;-;4;2;1;5;3;1;4;2;-;1;1;4;1;-;1;-;2;2;2;-;-;-;3;4;2;1;5;1;5;-;-;-;2;-;-;1;-;1;-;-;2;-;-;1;-;1;4;1;-;1;3;-;1;1;1;-;1;3;-;5;-;-;-;-;2;-;-;3;2;1;1;-;1;1;3;2;-;-;-;118
"43 anos";1;-;-;1;-;-;2;1;-;-;5;1;2;1;1;-;2;2;7;1;1;3;1;2;4;-;2;1;2;8;7;1;4;-;3;3;4;3;-;2;2;1;3;-;4;3;2;1;-;2;1;-;-;-;2;2;-;3;5;2;-;3;1;4;2;1;-;1;-;-;1;1;-;2;-;-;4;-;-;2;-;-;5;2;-;2;-;1;5;-;2;-;-;3;2;1;1;157
"44 anos";-;-;-;3;4;1;-;3;-;2;16;-;2;1;-;1;3;4;5;-;2;6;2;4;4;-;1;2;3;8;2;-;1;-;3;6;6;-;-;-;2;13;-;2;4;2;4;-;-;3;-;-;-;1;-;3;-;2;1;1;1;1;-;1;2;2;-;-;2;1;-;-;1;-;1;2;-;7;1;1;1;-;2;-;-;2;-;-;4;-;2;-;-;1;-;-;-;168
"45 anos";-;-;1;-;-;-;1;1;-;-;5;2;3;-;-;-;1;1;5;2;3;3;1;2;7;-;2;1;2;8;4;3;1;2;2;3;1;1;-;2;3;3;2;-;4;1;6;-;1;5;2;1;-;1;-;3;-;2;-;-;-;-;1;2;2;-;1;2;6;2;2;-;2;1;2;-;1;2;1;-;-;1;9;-;-;2;-;-;1;-;-;-;-;4;1;-;2;151
"46 anos";1;-;-;1;1;-;2;-;1;-;8;2;5;-;-;-;2;2;5;-;3;5;4;6;6;-;-;2;3;3;4;2;-;1;6;2;5;2;-;2;4;9;3;-;4;4;3;-;1;2;-;-;-;-;-;-;-;1;2;1;-;3;-;3;3;1;2;2;2;2;1;-;1;-;1;3;5;2;-;1;-;-;1;-;2;5;2;-;4;-;1;-;-;2;-;-;1;170
"47 anos";-;-;1;2;4;-;-;1;-;2;10;-;2;-;1;-;6;2;2;-;1;2;1;3;4;-;2;2;6;4;4;5;1;3;2;4;3;1;-;1;5;2;-;-;5;3;4;-;-;3;2;-;-;2;-;3;-;2;4;2;-;3;1;2;2;1;-;1;1;1;3;-;-;-;2;5;2;5;1;2;-;-;6;1;-;5;-;-;4;-;-;-;3;1;2;-;1;174
"48 anos";-;-;-;3;2;2;-;-;-;-;10;-;5;-;-;2;6;2;3;1;1;5;2;1;6;1;2;2;3;8;3;2;2;1;7;2;4;2;-;1;3;9;6;-;6;3;7;-;2;3;2;-;-;-;-;3;-;1;4;2;-;3;-;4;-;3;-;2;4;1;3;-;1;1;3;-;4;5;-;-;-;1;3;-;-;1;1;-;2;-;2;-;2;4;-;1;-;193
"49 anos";1;-;-;2;4;1;2;2;1;-;11;1;5;-;-;-;2;6;3;1;1;7;3;1;6;-;2;5;-;9;5;2;-;-;5;4;6;3;-;2;5;5;3;1;4;6;6;-;-;-;3;-;-;-;-;2;-;-;1;4;1;1;-;8;2;-;-;3;7;3;3;-;2;3;3;1;2;-;-;-;-;-;5;5;2;5;-;-;2;-;1;1;3;1;-;-;-;207
"50 anos";1;-;-;-;8;-;-;1;-;3;7;-;5;1;2;1;5;-;7;-;2;7;1;4;9;-;-;4;3;13;1;6;5;-;7;4;5;2;-;-;9;12;5;-;6;4;2;-;-;2;2;-;-;1;-;2;2;2;4;2;2;-;-;3;5;4;1;4;6;-;4;1;3;1;2;1;3;9;-;-;-;-;4;-;3;-;2;-;5;-;1;1;-;1;1;2;-;238
"51 anos";-;-;1;-;4;-;1;1;-;1;17;1;4;1;-;1;4;3;10;1;2;5;5;4;8;-;3;4;1;12;3;2;1;-;6;7;4;1;-;1;7;6;5;-;6;4;3;1;1;2;2;-;-;-;-;2;-;1;4;2;-;2;-;3;-;2;1;1;3;2;1;-;2;3;2;3;1;9;1;1;-;-;3;-;1;7;-;1;4;-;5;1;4;5;1;1;1;236
"52 anos";-;-;-;1;2;-;1;2;1;-;9;-;7;1;-;2;6;2;6;-;4;6;6;6;10;-;1;2;4;13;5;2;-;-;3;8;7;3;-;-;7;4;4;-;9;4;3;2;1;6;1;-;-;-;-;1;-;4;-;2;1;-;-;2;7;-;-;4;3;2;-;-;1;1;1;6;-;11;-;-;1;-;11;4;1;4;1;-;3;-;4;2;5;4;2;-;3;252
"53 anos";3;-;2;1;4;-;1;1;1;3;13;-;4;-;-;2;2;2;9;1;4;8;2;7;12;2;6;5;4;12;4;4;5;1;9;3;2;3;-;1;8;5;3;-;11;4;5;2;2;1;3;-;-;1;-;4;-;2;1;5;1;1;-;3;4;5;2;2;6;-;4;-;3;1;2;3;3;8;-;1;-;1;9;1;4;4;3;-;1;-;-;-;6;4;1;1;-;284
"54 anos";2;-;2;1;2;-;-;1;-;3;18;2;4;-;1;2;5;7;7;1;4;11;6;1;10;1;4;4;2;11;4;3;1;-;7;8;5;2;-;2;6;5;8;1;5;3;4;2;1;-;3;-;-;2;1;-;-;1;3;1;1;3;-;8;6;1;3;4;5;1;1;-;3;1;4;6;3;10;2;-;-;1;6;-;2;8;2;2;4;1;5;1;5;5;-;1;1;296
"55 anos";3;-;2;1;6;-;1;-;-;1;7;1;9;1;1;-;3;2;11;2;3;8;3;2;12;-;2;3;3;8;8;3;1;-;10;4;5;7;-;2;8;11;4;2;8;3;7;1;1;4;3;1;-;1;1;4;-;2;7;5;-;2;-;7;5;6;2;6;6;3;1;-;3;4;8;3;3;16;2;-;1;1;12;-;1;5;2;1;4;-;2;1;7;7;2;2;-;333
"56 anos";1;-;3;2;5;-;1;1;1;-;10;-;6;-;3;-;3;3;15;-;4;14;8;3;14;-;2;3;5;13;1;4;3;-;7;5;12;5;-;-;12;9;6;1;8;7;6;-;2;4;7;-;1;-;1;2;-;2;4;3;2;-;-;5;5;2;3;3;6;5;1;-;-;1;6;3;2;10;2;1;3;1;8;1;-;6;1;1;8;-;2;-;5;3;2;1;-;331
"57 anos";4;-;1;2;10;-;-;3;-;2;14;2;6;-;-;2;6;4;7;-;5;7;6;3;13;1;2;5;7;11;4;3;1;2;14;10;14;3;-;-;9;11;4;1;7;2;7;1;1;4;2;-;1;2;2;1;2;2;7;6;1;4;1;9;4;1;2;5;5;3;3;2;2;1;4;1;7;13;2;1;-;2;8;5;3;2;1;1;5;-;4;1;-;6;2;1;2;360
"58 anos";1;-;-;2;2;-;-;1;-;1;13;-;10;1;-;2;2;3;7;-;8;12;5;2;14;2;4;2;6;16;6;2;2;-;11;10;8;11;-;1;6;5;8;-;7;5;7;1;-;7;4;-;-;1;-;3;1;1;4;3;2;3;2;7;7;5;1;4;12;1;1;-;3;4;5;4;2;6;-;-;2;2;7;1;1;4;6;2;5;-;4;3;4;6;4;2;-;352
"59 anos";3;-;1;-;8;-;1;1;2;-;14;2;3;-;-;1;7;8;9;2;6;9;2;6;20;-;4;2;9;13;2;6;-;-;14;16;13;5;-;1;12;8;5;1;12;8;7;1;-;7;2;-;2;1;1;6;-;1;2;2;2;2;-;5;2;3;4;3;8;1;5;-;2;3;5;4;7;4;1;-;-;2;9;3;-;2;1;2;4;-;1;1;5;3;1;1;3;367
"60 anos";1;-;2;7;7;1;2;-;1;3;21;1;12;-;1;3;5;6;7;2;6;12;5;6;11;2;4;3;9;16;3;5;1;-;12;8;11;5;-;1;9;12;2;-;11;6;7;-;2;3;8;-;-;1;-;4;-;2;2;3;3;1;1;6;4;2;1;2;3;2;3;1;2;3;3;2;6;9;2;2;1;3;11;1;3;4;1;1;5;2;3;2;4;2;4;2;-;381
"61 anos";3;-;1;4;4;-;2;1;-;-;13;-;8;-;1;5;4;4;13;4;9;9;3;3;17;1;2;2;4;17;5;2;3;-;10;9;13;6;1;-;4;12;11;-;13;6;11;3;1;4;3;-;-;1;1;4;1;2;7;6;1;2;1;3;5;4;3;4;7;2;3;1;3;1;1;6;4;11;2;1;1;1;5;6;3;4;-;2;5;-;6;-;4;8;3;1;-;387
"62 anos";2;1;2;-;5;-;-;3;-;1;16;2;5;1;-;3;10;10;8;1;7;11;9;3;14;-;4;7;5;18;6;5;-;2;15;11;16;4;2;2;11;7;8;-;9;7;11;1;2;12;3;-;1;-;1;3;-;3;4;1;-;2;1;2;5;5;1;1;11;4;2;1;-;7;4;2;4;11;-;1;-;-;10;4;1;10;3;-;4;1;3;1;4;2;1;-;3;406
"63 anos";3;4;-;3;7;-;1;1;-;1;10;-;5;-;1;2;9;6;11;-;2;10;8;5;16;-;6;8;10;8;9;3;-;1;16;6;4;5;2;-;9;7;4;-;11;8;8;1;3;3;6;-;-;-;2;6;1;2;5;4;1;7;-;5;4;8;1;3;3;-;2;2;1;3;4;5;4;7;1;1;-;3;12;6;1;4;5;1;2;-;3;3;7;5;1;5;1;384
"64 anos";-;1;2;3;2;-;2;1;1;1;21;2;10;-;2;4;7;7;12;5;7;13;7;7;18;1;7;5;6;13;4;4;3;-;8;11;12;8;1;2;7;13;5;-;13;6;8;-;1;12;2;-;-;1;1;2;-;5;9;5;5;2;-;5;5;4;2;3;6;1;-;-;5;2;9;6;5;14;7;-;1;-;2;5;-;5;2;1;7;1;2;-;3;8;1;1;1;431
"65 anos";3;-;1;2;11;1;5;1;-;2;20;1;7;1;-;1;7;6;10;3;7;14;13;6;17;2;5;1;9;15;3;5;3;-;13;13;9;3;-;-;15;13;2;1;10;15;13;1;3;6;2;-;-;-;-;5;2;1;6;8;2;5;-;6;10;5;5;5;10;1;5;2;1;6;10;8;1;7;2;3;2;3;6;7;-;3;3;-;1;1;2;-;6;4;3;5;1;464
"66 anos";1;1;3;8;9;-;3;1;1;-;20;4;4;1;-;-;9;11;15;1;7;16;11;6;23;2;8;13;8;9;8;8;1;-;14;9;5;11;1;1;12;9;6;-;9;8;7;1;1;7;5;-;-;-;-;7;-;9;4;7;1;4;1;5;4;8;4;3;10;3;1;1;1;6;11;1;2;6;6;1;1;2;11;5;-;8;3;-;4;-;5;2;6;4;3;3;2;483
"67 anos";1;-;-;-;9;1;1;-;-;1;16;1;8;1;1;3;12;9;12;3;4;13;5;5;11;-;2;3;8;21;8;6;3;3;14;12;7;3;1;3;3;5;11;2;12;12;7;-;2;8;2;-;-;1;-;5;2;6;6;6;-;3;-;3;3;2;-;4;14;1;1;2;2;1;10;5;9;9;3;-;1;2;11;7;3;5;3;1;8;-;3;3;5;6;1;-;-;432
"68 anos";4;-;2;3;6;-;3;-;1;1;15;6;7;-;1;2;4;11;11;6;4;13;7;7;16;1;4;2;6;11;9;2;-;2;9;15;6;6;2;2;5;17;3;1;9;13;10;1;-;10;2;-;1;-;2;5;1;4;3;5;2;3;-;13;9;3;1;6;6;3;3;-;3;7;5;9;11;21;2;2;1;-;7;1;-;4;3;1;5;-;8;1;6;5;4;3;4;461
"69 anos";1;2;3;4;5;-;2;1;-;-;15;3;5;2;1;1;15;7;11;2;9;17;6;7;15;-;4;5;7;14;10;2;1;1;12;11;21;7;1;1;13;11;9;2;13;4;8;2;1;10;1;-;-;-;-;1;-;4;3;5;-;2;-;9;4;4;2;3;9;6;1;3;3;4;7;4;3;11;2;1;-;-;6;4;3;11;3;-;2;-;5;-;6;4;5;1;1;447
"70 anos";3;1;1;2;8;-;1;1;-;-;18;-;8;2;-;4;3;12;14;6;5;16;8;9;13;1;2;7;4;13;6;3;1;1;11;12;7;6;-;1;8;12;9;1;12;7;1;1;2;8;2;-;-;1;1;6;-;5;5;3;-;2;1;10;2;3;3;4;8;1;4;3;3;4;8;8;4;15;1;-;2;1;5;3;-;9;4;-;10;-;1;-;7;5;3;2;-;430
"71 anos";2;-;2;2;6;1;1;-;-;2;29;1;3;-;1;1;13;10;10;3;7;18;5;7;13;2;4;7;7;7;5;1;1;2;13;15;10;6;1;1;11;12;8;-;17;10;7;-;1;7;3;-;-;2;1;6;-;4;7;5;1;2;1;5;3;5;2;3;8;-;3;-;5;5;8;8;4;15;2;1;1;2;6;7;2;6;-;2;6;-;5;-;5;5;1;5;-;454
"72 anos";1;2;-;2;5;1;4;2;2;1;20;1;11;2;1;1;12;11;5;3;10;20;11;6;16;1;3;5;13;13;8;4;7;1;18;18;2;3;1;-;7;9;5;-;16;6;8;-;-;5;8;-;-;1;-;2;1;2;3;10;-;6;1;8;5;7;3;4;14;-;4;-;4;6;5;5;5;8;1;1;-;3;6;4;3;6;1;1;7;1;7;1;5;7;8;3;-;480
