Mortalidade Geral
Óbitos Residentes MSP por Idade Detalhada e Distrito Admin residência
Sexo: Masculino
Raça/Cor: Parda
Período:2010-2019
"Idade Detalhada";"Água Rasa";"Alto de Pinheiros";"Anhanguera";"Aricanduva";"Artur Alvim";"Barra Funda";"Bela Vista";"Belém";"Bom Retiro";"Brás";"Brasilândia";"Butantã";"Cachoeirinha";"Cambuci";"Campo Belo";"Campo Grande";"Campo Limpo";"Cangaíba";"Capão Redondo";"Carrão";"Casa Verde";"Cidade Ademar";"Cidade Dutra";"Cidade Líder";"Cidade Tiradentes";"Consolação";"Cursino";"Ermelino Matarazzo";"Freguesia do Ó";"Grajaú";"Guaianases";"Iguatemi";"Ipiranga";"Itaim Bibi";"Itaim Paulista";"Itaquera";"Jabaquara";"Jaçanã";"Jaguara";"Jaguaré";"Jaraguá";"Jardim Ângela";"Jardim Helena";"Jardim Paulista";"Jardim São Luís";"José Bonifácio";"Lajeado";"Lapa";"Liberdade";"Limão";"Mandaqui";"Marsilac";"Moema";"Moóca";"Morumbi";"Parelheiros";"Pari";"Parque do Carmo";"Pedreira";"Penha";"Perdizes";"Perus";"Pinheiros";"Pirituba";"Ponte Rasa";"Raposo Tavares";"República";"Rio Pequeno";"Sacomã";"Santa Cecília";"Santana";"Santo Amaro";"São Domingos";"São Lucas";"São Mateus";"São Miguel";"São Rafael";"Sapopemba";"Saúde";"Sé";"Socorro";"Tatuapé";"Tremembé";"Tucuruvi";"Vila Andrade";"Vila Curuçá";"Vila Formosa";"Vila Guilherme";"Vila Jacuí";"Vila Leopoldina";"Vila Maria";"Vila Mariana";"Vila Matilde";"Vila Medeiros";"Vila Prudente";"Vila Sônia";"Ignorado";"Total"
"6 meses";-;-;-;1;1;-;-;-;-;-;4;1;-;-;1;-;1;-;1;-;-;2;3;-;2;-;-;-;-;4;3;-;-;-;2;2;1;-;-;-;2;4;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;2;1;-;-;2;-;-;-;-;-;1;-;2;1;-;1;-;-;1;-;3;-;-;-;-;-;-;1;-;-;-;-;-;55
"7 meses";-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;1;1;2;1;-;-;-;-;-;8;-;2;-;-;1;-;-;2;-;1;1;2;1;-;2;-;1;1;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;2;2;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;44
"8 meses";-;-;1;-;-;-;-;-;-;-;3;-;2;-;-;-;1;-;1;-;-;1;1;2;-;-;-;-;-;4;-;1;-;-;-;1;-;1;-;1;1;5;-;-;1;-;2;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;1;-;-;2;-;1;-;-;-;-;-;1;43
"9 meses";-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;1;-;-;-;1;-;2;-;-;-;-;2;-;1;-;-;-;-;-;1;-;-;3;1;1;1;1;1;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2;1;1;-;-;1;-;31
"10 meses";-;-;1;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;2;1;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;2;1;1;-;-;-;-;-;1;-;-;-;-;-;-;26
"11 meses";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;-;1;-;2;-;-;-;-;-;-;2;-;2;-;-;2;-;-;-;-;-;1;2;1;-;-;-;2;-;-;1;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;29
"1 ano";1;-;2;-;1;-;1;2;-;2;7;-;4;1;-;1;6;2;8;-;-;4;5;1;8;-;1;3;1;15;4;1;1;-;9;1;3;-;-;1;1;5;3;-;5;5;3;-;-;2;-;1;-;-;-;2;-;2;3;1;-;1;-;-;1;4;-;1;5;2;-;-;2;2;2;2;3;4;-;1;-;-;6;-;1;3;1;1;2;-;3;-;1;5;1;-;-;183
"2 anos";-;-;-;-;1;-;-;-;1;1;6;-;1;2;2;-;4;4;7;-;1;2;1;2;4;-;1;-;-;5;3;5;-;-;3;1;1;-;-;-;1;8;-;-;3;-;3;-;1;-;1;-;-;-;1;-;1;-;-;1;-;3;-;-;-;-;-;1;1;-;-;-;2;-;3;2;1;2;-;1;-;-;2;-;1;-;-;-;4;-;1;2;2;2;1;-;-;109
"3 anos";-;-;1;-;-;-;-;-;1;-;3;1;-;-;-;1;2;1;3;1;1;2;2;1;2;-;-;-;-;4;1;2;-;-;-;3;-;-;-;-;2;2;1;-;2;3;1;-;-;1;-;-;-;-;2;-;-;1;2;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;-;2;3;-;-;-;-;2;-;-;1;-;-;2;1;-;1;-;3;-;-;-;69
"4 anos";-;-;1;-;-;-;-;-;-;-;5;-;1;-;-;1;3;2;1;2;-;1;1;1;1;-;-;-;1;7;-;-;1;-;2;2;-;-;-;-;1;4;2;-;-;1;1;-;-;-;2;-;-;-;-;1;1;-;-;-;-;3;-;-;-;-;-;1;-;2;-;-;-;2;1;-;2;3;-;-;-;1;1;-;1;1;-;-;1;-;1;-;-;-;-;1;2;69
"5 anos";1;-;1;-;-;-;-;-;-;-;3;-;1;-;1;-;2;2;2;-;1;1;1;-;3;-;-;-;-;2;-;2;-;-;2;-;1;-;-;-;2;1;-;-;3;-;2;-;-;1;-;-;-;-;-;3;-;1;-;1;-;1;-;-;-;1;-;2;-;-;-;-;-;-;1;-;3;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;-;-;54
"6 anos";-;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;1;-;4;-;-;-;2;-;-;-;-;1;-;4;-;1;-;-;1;-;-;1;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;1;1;1;-;-;-;-;2;-;-;-;-;1;-;-;-;2;2;1;-;-;-;-;-;-;2;2;-;-;1;-;2;-;1;1;-;1;1;47
"7 anos";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;2;1;1;2;-;-;1;2;1;2;1;-;-;1;1;1;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;-;-;-;-;-;-;3;-;-;-;-;1;1;-;2;1;2;-;-;-;2;2;-;-;1;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;43
"8 anos";-;-;-;-;-;-;-;1;-;-;2;-;-;1;-;1;1;-;-;-;-;-;1;-;2;-;-;-;-;6;-;1;-;-;1;2;-;1;-;-;1;2;-;-;1;-;4;-;-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;2;1;-;-;-;-;-;-;-;1;-;-;1;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;1;1;45
"9 anos";-;-;-;3;-;-;-;-;-;-;2;-;-;-;-;1;-;-;5;-;-;5;1;1;-;-;-;1;-;1;-;1;-;-;1;1;-;-;-;-;-;8;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;-;-;-;-;-;2;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2;-;2;-;-;1;-;1;1;1;-;-;-;-;50
"10 anos";-;-;-;1;-;-;-;-;-;1;2;-;-;-;-;-;1;2;1;1;-;3;-;1;-;-;1;1;-;1;2;-;-;-;1;2;1;-;-;-;3;3;-;-;1;2;2;-;-;-;-;-;-;-;-;4;-;1;-;-;-;2;-;-;-;-;2;1;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;1;-;1;1;53
"11 anos";-;-;-;-;-;-;-;-;-;-;3;-;1;1;1;-;4;1;2;-;-;1;1;1;1;-;2;3;1;7;-;-;-;-;1;3;1;2;-;1;2;1;-;1;3;-;3;-;-;-;1;-;-;-;-;-;-;-;1;2;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;62
"12 anos";1;-;-;-;2;-;-;1;-;-;2;-;2;-;-;-;1;-;1;-;-;1;-;1;1;-;-;1;-;7;1;2;2;1;2;2;1;1;1;-;2;1;-;-;1;2;2;-;1;-;1;-;-;-;-;1;-;2;1;-;1;-;-;1;-;-;-;1;-;-;-;-;-;1;3;1;1;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;1;1;-;1;-;64
"13 anos";-;-;1;1;1;-;-;-;-;-;-;-;1;-;-;-;1;2;4;-;1;4;1;3;4;-;-;-;2;6;4;1;1;-;1;1;1;-;-;-;1;2;2;2;5;-;2;-;-;1;-;-;-;-;-;1;-;-;3;-;-;1;-;2;1;-;-;2;-;1;-;-;-;1;2;-;2;1;-;-;1;-;1;-;-;1;-;-;2;-;3;1;-;-;-;-;2;84
"14 anos";-;-;4;-;1;-;-;2;-;-;11;-;6;-;1;2;5;-;6;1;1;8;1;2;4;-;2;1;3;7;3;4;2;-;1;3;4;1;1;-;2;3;5;-;2;-;3;-;-;-;-;-;-;1;-;3;-;-;3;2;-;1;-;2;1;3;1;1;3;-;-;-;1;2;3;2;7;2;-;2;-;-;-;2;2;3;-;-;6;1;-;1;1;1;-;-;2;161
"15 anos";-;-;4;4;1;1;-;2;-;-;11;1;6;1;1;1;8;5;7;-;1;7;4;3;15;-;2;1;-;21;2;11;2;1;7;9;6;3;-;3;8;16;3;-;5;4;6;-;-;3;-;-;-;-;1;5;1;3;2;-;-;1;-;6;3;6;1;-;4;1;1;1;-;-;7;2;5;17;-;-;-;-;6;-;6;10;-;-;4;-;2;1;2;2;-;1;5;302
"16 anos";1;-;4;1;6;-;1;2;1;1;27;-;12;1;1;1;18;2;16;2;2;13;9;6;22;-;3;6;6;26;6;15;3;-;14;17;8;4;1;2;17;23;6;1;16;6;14;-;-;2;3;-;-;-;2;6;1;5;4;7;1;1;-;11;5;5;2;4;7;2;5;1;3;7;8;5;21;26;1;3;1;2;11;-;5;3;-;1;13;-;4;1;4;8;1;2;-;547
"17 anos";1;-;4;1;3;1;1;-;1;-;45;-;15;-;2;2;25;9;35;2;2;19;14;13;31;1;6;9;10;46;15;21;3;-;17;18;7;9;-;-;15;39;16;-;26;5;13;1;-;2;2;1;1;-;5;10;-;10;9;7;-;5;1;8;7;5;1;3;10;2;2;-;7;8;9;10;17;33;-;2;1;-;19;1;12;17;1;2;11;1;7;-;2;5;2;4;9;774
"18 anos";2;-;5;6;6;1;2;3;1;2;38;1;17;-;2;3;26;5;31;7;1;19;14;6;29;-;3;7;6;47;13;18;2;-;14;27;15;7;-;4;21;43;10;-;41;7;17;3;1;2;2;1;-;-;5;16;-;9;7;3;-;3;2;13;4;13;3;13;10;1;2;1;3;8;16;9;17;24;-;1;3;-;11;3;15;15;1;2;11;-;8;2;7;4;2;2;6;813
"19 anos";-;-;4;4;8;-;2;1;3;4;39;1;19;1;-;3;27;13;42;-;5;22;12;11;29;-;5;9;10;54;15;22;4;2;19;15;13;10;-;2;20;38;16;-;34;6;24;1;-;4;5;1;1;2;6;13;2;4;7;10;-;7;1;12;11;6;3;6;19;2;1;2;2;8;16;9;18;26;1;3;1;4;11;-;15;13;3;1;14;1;12;-;1;12;3;8;6;882
"20 anos";2;-;2;4;4;-;1;-;4;2;38;2;21;4;-;2;24;4;34;1;6;24;15;10;24;1;4;7;6;36;7;16;1;-;11;19;12;3;-;3;16;31;9;1;39;11;17;-;3;6;2;1;-;-;3;17;2;16;16;2;1;1;-;16;12;6;3;3;12;-;1;1;5;5;16;15;19;35;2;1;2;-;16;1;14;7;3;1;8;1;8;1;1;8;5;6;6;788
"21 anos";2;1;5;1;7;-;4;3;2;1;32;1;10;1;1;1;20;9;41;4;4;17;14;7;30;1;2;6;10;45;9;14;7;-;11;12;8;3;2;2;19;41;6;-;38;7;16;1;1;1;7;1;-;1;3;17;-;7;5;3;-;4;-;10;4;6;3;5;9;4;2;-;7;5;5;6;12;28;-;2;4;-;14;1;11;11;4;1;7;1;7;-;5;5;3;3;9;722
"22 anos";2;1;5;6;2;-;1;1;-;2;32;1;11;1;-;1;19;4;23;2;4;19;19;9;20;1;1;3;8;36;10;12;5;-;19;18;10;8;1;3;13;38;12;-;35;6;12;-;2;6;5;-;-;1;6;11;1;6;10;4;-;4;-;5;3;4;1;15;19;1;3;-;6;1;13;7;9;31;2;3;-;1;6;1;10;14;5;-;5;1;7;-;5;7;2;5;8;692
"23 anos";1;-;7;6;2;1;1;1;1;2;26;-;18;1;1;3;23;13;27;3;3;20;13;6;31;2;7;4;5;38;3;15;2;-;26;13;11;6;-;-;13;49;12;2;35;10;21;2;-;4;2;2;-;1;2;11;-;8;11;5;3;7;-;6;3;6;2;4;10;-;2;-;2;6;11;7;13;21;4;3;4;6;13;-;10;16;3;1;14;1;5;1;4;3;3;3;7;736
"24 anos";2;-;3;2;1;-;2;3;4;3;33;1;12;-;1;-;23;4;28;2;2;13;17;5;27;2;5;9;8;44;13;23;6;1;12;15;11;3;-;1;15;40;11;1;30;8;21;1;2;5;3;-;-;-;2;16;1;7;9;6;-;4;-;4;4;10;4;6;13;2;1;1;2;4;14;7;18;25;1;-;2;2;17;1;7;13;3;4;15;2;5;4;1;8;4;4;5;736
"25 anos";1;1;2;7;7;-;1;8;3;2;21;-;12;2;-;7;23;7;22;3;4;23;17;7;21;1;4;5;12;27;8;11;4;-;14;18;16;4;-;-;8;39;10;-;29;6;14;-;1;3;3;-;4;3;4;15;1;6;11;4;2;7;-;6;4;5;1;5;14;4;5;2;1;2;8;18;14;21;1;3;1;1;11;1;7;19;3;1;10;-;7;2;1;10;2;2;3;690
"26 anos";1;1;5;2;10;1;2;6;3;1;28;-;7;1;2;3;21;8;20;2;4;19;16;5;28;-;3;8;4;36;8;16;2;1;18;14;9;7;-;2;10;45;13;-;27;7;17;1;3;2;3;2;1;-;-;6;3;5;14;9;1;8;-;10;8;7;5;6;10;3;4;1;2;1;10;9;12;20;-;2;2;1;9;5;7;7;2;3;8;-;6;1;1;7;4;3;8;685
"27 anos";-;-;5;2;4;-;4;2;2;6;25;1;13;-;3;1;15;3;28;1;1;18;16;6;19;-;3;11;8;31;10;18;2;1;20;14;14;3;1;3;14;29;7;1;27;9;11;1;3;4;2;-;-;-;1;14;-;8;9;8;-;3;1;6;4;8;5;9;9;2;3;1;2;3;13;3;11;13;-;1;3;-;10;1;9;19;2;-;5;-;6;1;6;9;3;3;10;646
"28 anos";2;-;5;4;6;-;2;3;3;1;20;1;17;3;2;5;17;7;26;2;3;17;8;4;17;-;4;6;7;42;10;8;4;1;13;13;8;10;1;3;15;28;20;-;29;10;8;-;1;3;3;-;1;4;3;16;2;4;9;9;2;11;-;5;2;7;5;3;9;1;1;1;3;3;5;15;10;18;2;3;2;-;12;3;7;9;2;3;10;-;7;2;3;9;3;4;8;660
"29 anos";3;-;8;4;4;1;4;1;4;4;20;-;11;5;1;3;10;6;33;2;3;21;13;4;12;1;7;9;6;27;12;9;3;1;8;11;15;4;-;-;11;35;14;1;32;6;12;1;-;-;2;-;-;1;-;9;1;8;8;4;1;4;1;7;6;9;3;4;14;5;5;2;2;7;5;8;7;19;1;2;1;-;16;-;8;7;1;4;4;1;4;1;3;8;3;1;6;615
"30 anos";3;-;5;6;7;1;4;-;3;5;27;2;15;2;5;5;19;2;23;-;1;24;10;6;22;-;8;6;8;33;9;9;5;1;13;17;9;4;-;4;14;34;10;1;22;11;15;1;1;4;1;1;-;3;4;11;1;7;11;4;-;3;1;7;4;6;11;5;10;3;1;1;4;3;14;5;15;15;2;1;1;-;10;3;10;10;3;2;13;1;8;1;1;4;5;-;13;675
"31 anos";5;-;3;2;5;-;2;3;3;2;22;2;8;1;1;4;13;7;27;-;-;17;7;12;14;1;5;4;5;43;13;5;4;-;16;15;14;3;-;4;13;36;17;-;30;8;13;2;4;5;2;-;1;2;4;19;2;6;9;7;-;3;2;11;5;4;8;2;16;-;3;-;8;3;7;10;13;18;1;-;-;2;13;4;3;6;3;2;7;-;5;3;2;9;4;6;8;663
"32 anos";6;-;3;2;7;-;1;1;5;2;20;1;14;1;-;4;16;7;26;1;2;18;10;6;20;-;3;10;9;34;11;13;3;1;13;13;11;4;1;3;11;31;10;1;28;5;7;-;2;4;1;1;-;1;2;18;1;4;7;7;-;7;1;10;6;3;2;6;12;4;-;4;2;10;15;6;10;17;2;1;-;-;8;3;8;13;1;1;12;2;5;3;3;10;3;5;9;647
"33 anos";2;-;4;2;4;1;1;2;2;4;23;2;10;2;2;5;18;8;17;3;3;23;10;4;11;-;6;6;4;25;8;10;4;1;25;20;11;2;1;2;21;31;13;-;27;9;26;-;2;7;3;2;-;1;3;15;2;3;11;5;1;6;-;7;-;5;4;5;15;6;2;2;2;4;7;4;7;20;1;3;3;-;15;5;5;10;2;2;7;1;8;1;3;3;3;5;4;647
"34 anos";1;1;7;1;6;-;3;2;1;4;21;-;7;1;1;1;25;11;25;3;6;17;19;6;19;-;1;18;9;33;6;12;6;2;12;14;12;9;1;3;13;33;12;2;32;6;11;-;2;2;7;2;-;2;1;14;-;4;12;7;4;4;-;6;5;6;2;8;9;3;2;-;3;6;9;9;6;18;-;1;1;2;15;1;9;14;3;2;8;-;10;3;4;5;2;5;7;680
"35 anos";-;-;3;1;4;-;2;3;1;1;29;1;12;3;1;2;22;10;19;4;4;29;13;8;10;-;4;12;6;44;13;8;7;-;20;18;14;12;-;4;14;26;16;1;29;11;9;1;2;1;3;2;-;5;1;19;3;6;18;5;-;6;2;7;7;5;8;3;8;-;1;-;4;2;12;9;11;22;1;3;2;2;18;1;7;12;3;2;17;1;8;-;1;7;4;4;7;723
"36 anos";3;-;3;5;2;-;4;4;1;5;25;2;21;1;5;5;20;9;21;2;3;20;8;7;21;1;6;11;8;47;7;15;8;-;17;18;13;7;1;1;25;28;14;-;30;7;21;-;4;6;4;1;-;-;2;17;3;7;18;4;2;8;-;8;8;6;6;7;15;1;2;5;5;9;12;6;9;14;3;1;-;1;17;2;10;20;8;1;19;1;6;2;4;3;3;5;5;782
"37 anos";4;-;3;3;6;1;3;2;2;3;30;-;13;1;6;4;20;8;24;5;4;27;14;9;24;1;7;12;7;36;10;6;6;1;22;18;14;14;-;1;13;34;21;-;26;11;17;3;6;8;3;1;-;-;1;14;-;8;7;7;-;7;-;13;4;5;1;12;13;5;4;2;5;6;13;5;10;29;1;-;1;4;10;4;6;14;5;1;12;1;10;3;4;7;2;3;10;783
"38 anos";5;-;6;5;9;1;2;4;6;2;30;1;19;1;4;3;17;5;26;6;6;30;9;15;16;2;4;8;6;41;10;18;5;2;31;18;19;6;2;5;20;26;15;-;24;12;14;-;1;4;5;1;-;-;1;12;3;7;15;5;2;10;-;10;6;9;4;13;18;2;5;3;3;7;16;7;15;22;2;1;6;1;15;5;10;16;2;-;12;1;5;1;3;8;5;3;10;828
"39 anos";2;1;1;4;4;-;1;2;5;2;19;2;10;-;3;2;13;13;31;2;3;31;14;7;24;-;2;10;11;43;11;11;5;1;24;17;15;10;1;2;15;28;21;1;26;9;22;2;1;5;2;1;3;1;2;15;1;6;6;8;3;6;3;9;7;5;11;8;13;4;4;1;10;7;14;5;8;19;4;4;3;1;18;3;4;15;2;1;21;2;9;2;2;11;3;4;16;796
"40 anos";4;-;3;5;10;1;-;1;-;-;23;-;14;2;3;4;24;11;31;3;8;30;18;8;27;-;5;11;8;47;19;8;8;-;17;17;13;4;-;5;16;32;16;1;29;12;25;1;1;5;3;1;1;4;4;16;2;8;13;7;-;11;-;4;3;7;7;3;16;8;5;3;5;7;16;12;14;26;5;4;1;-;18;5;9;16;5;3;16;-;5;-;4;10;4;4;7;852
"41 anos";2;1;11;7;4;1;3;4;1;7;32;-;17;2;-;3;19;7;30;1;6;30;18;3;25;-;9;9;11;40;10;16;9;-;25;20;19;6;2;4;21;41;19;2;29;13;20;1;4;10;5;2;1;4;1;15;3;8;18;7;1;3;1;10;7;7;6;5;19;9;5;5;3;3;14;13;13;26;-;2;2;4;15;3;6;18;3;3;14;-;4;3;7;9;8;4;2;895
"42 anos";8;-;3;8;9;-;3;6;3;2;26;5;18;1;1;5;30;13;34;1;4;29;15;17;25;2;2;9;7;48;9;14;8;2;26;23;15;5;1;1;17;39;13;-;33;8;23;1;2;6;8;-;2;6;-;29;3;9;19;8;1;6;3;11;3;10;7;10;15;5;5;8;8;4;8;9;13;23;2;2;2;1;24;6;11;20;6;1;11;-;10;-;4;14;3;2;5;937
"43 anos";8;1;8;4;7;3;2;1;1;3;29;2;23;-;-;6;19;14;28;2;4;35;23;14;34;-;5;18;11;43;17;16;2;-;29;25;15;6;1;2;23;28;19;1;28;11;26;2;1;7;4;1;-;5;3;19;-;11;22;8;4;8;2;12;5;8;4;12;21;2;6;2;2;6;9;12;16;26;2;5;3;1;8;7;10;19;5;4;19;1;11;2;4;7;5;6;10;966
"44 anos";7;3;7;13;7;1;2;3;5;2;43;1;10;1;2;6;22;11;35;2;8;31;19;17;29;2;5;11;8;39;17;12;8;-;33;26;29;6;1;2;22;34;16;2;36;16;22;1;-;4;8;1;-;-;5;21;4;12;16;5;2;16;3;10;8;12;4;8;24;5;2;3;6;9;14;15;29;30;5;1;3;1;21;6;10;19;6;3;22;-;9;1;8;10;10;4;10;1060
"45 anos";6;-;5;9;7;1;6;2;2;4;38;1;20;-;6;3;19;12;44;4;4;40;22;8;31;2;8;14;12;51;14;16;8;1;30;21;23;12;1;3;20;41;30;-;25;8;21;2;5;7;3;1;-;6;4;18;2;7;18;5;2;10;3;13;14;13;6;5;19;5;8;3;7;6;13;15;17;30;4;4;5;1;14;7;6;20;4;-;20;3;12;1;7;8;6;8;7;1059
"46 anos";4;-;8;8;12;-;2;6;2;4;38;1;14;-;7;6;24;24;36;3;5;36;23;11;35;1;3;16;11;53;17;18;9;2;29;37;21;8;4;4;16;38;17;-;22;11;25;3;5;8;5;-;1;7;5;25;-;6;19;6;1;12;1;20;7;11;10;11;24;10;2;2;5;4;15;17;18;40;4;4;2;2;19;4;10;22;2;3;16;3;7;2;5;12;5;3;6;1102
"47 anos";7;1;4;8;13;1;2;3;3;6;40;3;21;1;4;5;23;12;32;4;6;42;18;14;22;-;6;16;17;54;14;27;4;2;33;32;22;12;2;6;20;52;20;2;39;10;35;-;4;4;8;1;1;5;3;23;-;8;16;8;-;11;-;13;9;16;8;17;30;1;1;1;8;9;19;21;20;29;1;7;5;5;23;4;14;22;4;3;21;2;11;5;8;8;9;9;8;1183
"48 anos";3;-;5;6;8;-;3;5;-;5;35;7;23;5;2;6;22;14;34;3;8;43;24;9;24;1;6;14;12;48;16;19;10;1;34;33;27;5;2;3;30;46;15;1;32;7;34;1;4;13;6;-;-;5;5;28;2;2;18;11;2;5;1;16;6;4;4;12;20;10;-;2;7;6;18;14;17;28;3;3;1;3;20;7;9;20;5;1;20;1;9;2;2;15;4;2;7;1091
"49 anos";5;-;11;12;17;-;1;7;1;5;34;1;28;3;2;5;32;19;41;6;5;34;32;20;24;-;14;13;16;70;18;14;7;1;36;24;20;9;1;4;28;42;28;1;35;21;28;3;4;8;1;1;-;2;3;22;3;8;23;9;3;10;-;17;9;14;6;9;23;2;7;-;9;9;21;24;22;38;5;4;4;1;24;6;12;22;2;2;24;1;16;1;10;12;5;4;7;1247
"50 anos";5;-;7;12;10;-;5;5;4;3;58;2;24;3;2;8;21;16;40;3;8;42;25;12;30;-;7;13;14;69;12;22;3;1;54;34;29;8;3;3;32;44;19;-;45;12;24;-;4;10;3;1;2;6;5;29;1;7;27;8;2;10;-;13;11;12;8;9;24;5;5;-;6;10;13;20;19;39;4;1;4;5;25;3;8;24;5;5;24;2;10;3;5;17;5;7;8;1267
"51 anos";7;2;4;10;14;-;1;3;6;4;41;6;26;1;5;5;31;20;39;4;6;46;30;15;33;-;7;16;16;57;20;30;3;2;52;25;23;11;6;6;30;35;20;1;28;12;24;3;3;6;10;-;1;7;4;28;1;12;27;15;2;13;-;23;10;14;9;10;27;1;4;4;9;12;24;13;18;32;4;2;2;3;32;3;13;29;6;2;24;3;11;3;10;17;3;7;7;1306
"52 anos";4;1;7;7;11;-;5;2;4;2;51;1;21;-;3;8;27;18;39;8;3;42;33;13;34;-;4;19;17;69;23;26;12;1;39;29;24;19;3;3;30;39;16;-;33;15;33;4;2;3;5;1;1;5;3;20;4;8;23;10;2;14;-;16;12;10;7;20;32;10;3;5;7;16;30;13;22;32;4;5;2;1;29;4;18;26;12;3;19;1;17;2;11;13;10;2;11;1328
"53 anos";6;-;10;7;11;2;2;7;5;5;49;1;34;1;3;12;31;14;49;3;11;53;38;22;33;-;11;16;16;58;18;28;7;1;56;50;33;21;4;4;26;53;31;2;47;12;29;5;1;4;8;2;-;2;6;32;2;12;17;7;2;7;3;17;16;17;6;19;21;10;9;2;14;14;17;22;19;40;5;2;5;6;29;6;16;29;12;9;24;1;11;1;9;11;7;10;7;1485
"54 anos";9;1;8;13;14;1;4;6;4;6;52;-;17;3;3;6;26;14;52;6;12;45;36;19;46;-;12;20;12;71;17;25;10;2;47;34;24;11;3;7;30;66;41;2;46;14;23;5;4;10;11;2;1;3;-;27;5;15;31;15;2;14;2;16;13;17;8;5;28;9;10;6;13;13;30;15;18;40;3;2;3;10;25;8;5;32;6;5;21;2;17;4;10;20;7;8;6;1502
"55 anos";7;-;6;20;20;1;8;4;1;8;53;4;30;4;4;4;28;23;47;5;3;50;30;20;43;-;3;26;20;75;25;28;12;2;42;42;22;8;2;3;30;51;22;2;51;23;35;4;5;12;8;-;2;5;1;20;2;10;24;16;4;13;1;17;12;18;7;10;36;9;6;5;15;14;26;34;27;46;5;6;2;4;30;8;14;27;12;5;32;1;16;6;13;18;6;14;11;1586
"56 anos";5;2;9;7;15;3;4;8;3;9;47;3;19;5;2;9;37;12;36;7;13;44;49;11;37;-;10;24;28;90;30;28;7;7;42;37;31;17;2;7;31;53;33;1;44;11;39;1;4;15;10;1;-;4;2;33;4;17;24;13;2;19;3;20;11;15;8;18;24;6;5;4;7;10;29;19;10;43;4;3;5;2;25;7;12;28;10;2;28;-;15;3;11;24;13;9;5;1555
"57 anos";6;1;7;12;11;2;3;4;3;1;61;7;34;1;9;5;33;14;43;5;15;65;31;21;40;1;11;26;24;83;21;18;13;1;59;47;30;6;5;2;29;45;35;1;57;29;42;2;5;6;13;1;-;6;3;25;7;11;26;16;1;19;3;27;14;7;5;15;28;10;6;5;7;17;33;19;25;53;6;1;7;4;34;12;14;25;9;3;20;-;9;4;11;23;11;8;11;1646
"58 anos";12;-;5;9;16;-;4;4;1;5;55;6;41;7;6;11;42;20;50;8;11;61;29;11;46;1;13;19;16;84;22;28;6;-;36;30;35;20;3;6;25;63;29;1;44;27;34;4;5;9;14;3;2;1;2;25;-;18;22;15;3;18;1;19;14;13;4;12;34;10;8;4;6;9;25;23;26;55;2;5;3;3;37;9;6;24;9;2;24;2;13;2;8;17;7;8;9;1596
