Mortalidade Geral
Óbitos Residentes MSP por Idade Detalhada e Distrito Admin residência
Sexo: Masculino
Raça/Cor: Branca
Período:2010-2019
"Idade Detalhada";"Água Rasa";"Alto de Pinheiros";"Anhanguera";"Aricanduva";"Artur Alvim";"Barra Funda";"Bela Vista";"Belém";"Bom Retiro";"Brás";"Brasilândia";"Butantã";"Cachoeirinha";"Cambuci";"Campo Belo";"Campo Grande";"Campo Limpo";"Cangaíba";"Capão Redondo";"Carrão";"Casa Verde";"Cidade Ademar";"Cidade Dutra";"Cidade Líder";"Cidade Tiradentes";"Consolação";"Cursino";"Ermelino Matarazzo";"Freguesia do Ó";"Grajaú";"Guaianases";"Iguatemi";"Ipiranga";"Itaim Bibi";"Itaim Paulista";"Itaquera";"Jabaquara";"Jaçanã";"Jaguara";"Jaguaré";"Jaraguá";"Jardim Ângela";"Jardim Helena";"Jardim Paulista";"Jardim São Luís";"José Bonifácio";"Lajeado";"Lapa";"Liberdade";"Limão";"Mandaqui";"Marsilac";"Moema";"Moóca";"Morumbi";"Parelheiros";"Pari";"Parque do Carmo";"Pedreira";"Penha";"Perdizes";"Perus";"Pinheiros";"Pirituba";"Ponte Rasa";"Raposo Tavares";"República";"Rio Pequeno";"Sacomã";"Santa Cecília";"Santana";"Santo Amaro";"São Domingos";"São Lucas";"São Mateus";"São Miguel";"São Rafael";"Sapopemba";"Saúde";"Sé";"Socorro";"Tatuapé";"Tremembé";"Tucuruvi";"Vila Andrade";"Vila Curuçá";"Vila Formosa";"Vila Guilherme";"Vila Jacuí";"Vila Leopoldina";"Vila Maria";"Vila Mariana";"Vila Matilde";"Vila Medeiros";"Vila Prudente";"Vila Sônia";"Ignorado";"Total"
"6 meses";-;-;1;-;1;-;-;-;-;1;5;-;5;-;-;2;2;5;4;-;1;4;6;1;6;-;-;2;-;9;4;4;1;-;1;2;1;-;-;-;4;7;4;-;2;2;3;-;1;2;-;-;1;-;-;3;-;-;2;1;-;1;-;1;1;-;1;1;2;-;2;1;-;2;-;2;2;2;-;1;-;1;7;2;1;3;-;-;4;2;2;-;-;1;2;1;-;145
"7 meses";-;-;-;-;-;-;-;1;-;1;3;-;5;1;-;-;1;2;6;-;1;3;5;3;3;-;1;1;1;4;1;1;1;-;1;2;2;1;-;-;2;1;1;1;8;2;2;-;-;1;-;-;-;-;2;1;-;1;1;-;-;-;-;-;1;1;-;3;-;-;1;1;-;1;3;1;2;1;-;-;-;1;3;-;2;-;3;-;3;-;1;-;-;3;-;1;-;106
"8 meses";1;-;1;-;-;-;-;1;1;-;3;-;2;-;-;-;-;1;7;-;1;1;2;2;1;-;-;1;-;5;1;-;-;-;1;3;2;2;-;-;3;3;2;2;3;-;2;1;-;2;-;-;-;-;1;-;-;-;1;1;-;1;-;1;-;1;1;-;2;1;1;2;1;1;1;-;3;1;-;-;-;1;-;-;-;-;-;-;3;-;2;-;-;5;-;-;-;88
"9 meses";-;-;2;-;1;-;-;1;1;1;3;-;4;-;-;-;5;1;2;-;1;1;2;-;2;-;-;1;-;4;-;1;-;-;-;4;1;2;-;-;2;3;1;1;-;1;2;1;-;-;-;1;-;1;-;5;1;1;4;-;-;1;-;-;-;1;-;2;1;1;1;-;-;-;-;-;-;-;-;-;-;-;4;-;-;1;2;-;2;-;-;1;-;1;-;1;2;85
"10 meses";-;-;-;-;-;-;-;1;1;-;2;-;1;-;-;3;-;-;2;-;-;4;2;-;2;1;-;-;1;2;1;-;-;-;-;1;-;1;-;-;2;1;2;-;4;1;2;-;-;-;1;-;-;-;-;1;-;3;1;1;-;-;-;2;-;-;-;1;1;-;1;-;-;3;-;-;3;1;-;-;-;-;4;-;1;-;1;-;1;-;1;2;-;-;-;-;1;67
"11 meses";-;-;-;1;-;-;-;-;-;1;2;-;-;-;-;-;-;2;1;-;-;2;4;3;3;-;1;1;2;5;1;1;-;-;1;1;1;-;-;-;1;-;-;1;3;1;5;-;-;-;-;-;-;1;-;2;-;2;1;-;-;1;-;1;-;-;1;-;2;-;1;-;2;1;2;1;-;3;-;-;-;-;2;-;-;3;1;1;2;-;1;-;-;-;-;-;-;75
"1 ano";5;1;4;2;4;-;4;3;2;2;17;-;12;1;-;2;6;9;8;6;1;10;6;5;6;-;4;5;5;15;1;8;2;-;6;6;7;4;-;4;10;16;5;1;12;5;8;2;2;3;5;-;-;1;1;12;-;3;4;1;3;2;1;10;2;-;2;2;11;2;6;-;4;5;5;6;1;17;1;-;3;2;10;1;7;5;2;1;6;2;4;3;4;4;5;2;1;416
"2 anos";1;1;1;1;-;1;-;3;1;2;8;1;2;-;-;-;8;2;4;2;1;6;6;2;8;-;3;2;1;11;3;3;3;1;5;2;3;4;2;1;3;8;7;1;8;5;7;2;-;3;2;-;-;2;1;3;-;2;2;2;1;3;-;-;-;-;4;2;4;1;2;-;-;4;6;6;3;4;-;-;1;2;6;3;4;1;3;3;5;-;1;3;1;2;-;3;1;242
"3 anos";4;-;1;1;1;-;2;-;-;2;6;2;2;1;1;2;8;-;2;-;1;3;2;5;4;-;1;1;1;4;1;2;-;-;4;5;5;2;-;-;1;4;1;-;3;-;3;1;1;-;1;-;-;2;-;3;-;3;2;2;1;3;1;2;-;-;1;1;2;1;-;-;-;2;3;2;1;4;1;1;-;2;3;-;4;2;2;1;1;1;-;1;-;1;2;-;-;149
"4 anos";-;-;-;-;1;-;1;-;1;1;5;1;2;-;-;-;2;3;1;1;1;1;-;-;3;-;-;1;2;4;2;4;2;-;6;3;5;2;-;-;3;3;3;1;8;1;-;3;-;-;1;-;1;-;-;4;-;-;-;1;1;-;-;1;2;-;-;4;2;-;1;1;1;-;1;-;1;7;-;-;-;2;5;-;-;1;1;-;1;1;-;2;1;1;1;-;1;123
"5 anos";1;-;-;2;2;1;2;-;3;-;9;-;2;1;-;-;-;2;2;-;1;3;3;5;5;-;-;-;1;1;1;2;1;-;1;3;3;1;-;-;3;5;2;-;3;1;1;-;4;1;-;-;1;-;-;1;1;2;2;3;1;1;-;-;-;1;-;1;1;1;-;-;-;2;3;1;2;1;1;-;-;1;1;-;1;-;-;-;3;-;1;1;-;2;1;1;1;117
"6 anos";2;1;-;-;-;-;2;-;-;1;2;-;2;-;-;-;2;3;4;-;-;1;2;3;2;-;1;-;-;7;1;3;-;-;1;3;-;-;-;1;-;3;1;-;1;3;1;-;1;2;-;-;2;-;-;3;-;2;1;4;1;-;1;1;1;2;-;2;-;-;2;1;-;-;1;1;2;1;-;-;-;-;1;1;1;2;-;1;1;-;1;2;1;1;-;1;-;97
"7 anos";-;-;1;1;-;-;1;-;-;-;4;-;1;1;-;-;3;-;2;2;-;1;2;2;1;-;1;-;-;2;2;3;2;-;1;1;-;-;1;-;1;3;1;1;3;3;-;-;4;-;-;-;-;-;-;-;1;-;-;2;-;2;-;2;-;1;1;-;1;-;-;1;1;1;1;1;1;3;1;-;-;2;1;-;1;2;-;1;-;-;-;1;-;5;-;2;1;87
"8 anos";-;-;1;1;2;-;1;-;-;-;2;-;1;-;-;-;2;-;4;1;-;2;2;3;-;-;1;-;2;6;-;2;-;-;-;3;1;2;-;-;-;5;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;1;-;2;-;-;-;-;2;2;-;1;1;-;2;-;-;3;1;-;-;-;4;1;1;-;-;3;-;-;-;1;2;1;-;-;2;80
"9 anos";2;-;2;1;1;-;-;1;-;-;2;-;1;-;-;1;5;-;1;1;-;3;3;1;1;-;1;1;-;7;1;5;-;-;2;2;1;-;-;1;2;1;2;-;1;2;2;-;-;1;1;-;-;-;-;1;-;1;-;1;1;3;-;-;-;-;1;-;1;-;-;-;3;-;2;2;-;4;1;-;-;-;3;2;-;-;-;-;-;1;1;-;-;3;-;2;3;95
"10 anos";-;-;2;-;-;-;-;-;-;-;2;-;1;-;-;1;1;-;2;1;-;2;3;2;1;-;-;-;1;5;-;2;1;-;3;1;1;-;-;1;1;1;-;-;2;-;4;-;-;-;-;-;-;-;-;2;-;1;3;-;-;1;-;4;-;1;-;1;2;-;1;-;-;2;1;2;1;1;-;1;1;-;4;-;1;1;-;-;1;-;1;1;-;-;-;-;1;76
"11 anos";-;-;1;2;-;-;2;-;3;-;6;1;1;-;-;-;1;2;-;-;-;1;1;4;1;-;1;2;2;5;-;2;1;-;3;3;6;-;-;-;-;2;1;-;1;2;1;-;1;-;3;-;-;-;-;3;1;-;-;2;1;-;-;1;1;1;-;1;3;-;-;-;-;-;-;2;-;3;-;-;-;-;2;-;-;1;-;-;-;-;3;2;-;-;-;2;1;92
"12 anos";-;-;-;-;1;1;1;-;-;1;2;1;2;-;1;1;1;1;2;2;-;4;1;-;2;-;-;1;2;4;-;1;1;2;3;-;2;3;-;-;1;2;-;1;2;1;1;-;1;-;-;-;-;1;1;-;-;-;2;2;-;-;-;3;1;-;1;-;1;1;4;-;-;1;2;-;2;4;-;-;-;-;2;-;2;2;1;-;4;1;2;3;-;-;-;-;1;96
"13 anos";5;-;2;-;1;-;-;1;1;-;5;-;-;-;-;2;2;1;1;1;-;1;2;1;3;-;1;-;3;6;1;2;1;1;5;4;4;-;-;-;4;2;1;-;4;3;3;-;-;-;2;-;-;1;-;1;-;2;2;1;-;4;-;-;-;1;-;1;2;2;-;1;-;2;3;1;2;3;3;1;-;1;3;2;2;4;-;-;3;1;3;-;2;1;1;1;2;135
"14 anos";1;-;-;1;1;-;-;1;-;-;5;1;-;-;2;-;2;2;9;2;1;4;-;4;2;-;1;2;-;9;3;1;2;1;1;4;3;1;1;-;2;7;7;-;4;1;4;1;1;1;-;-;-;1;1;2;-;1;1;2;1;4;-;5;2;1;1;3;4;-;-;-;4;2;3;2;4;9;2;-;-;1;2;-;2;2;1;-;7;1;1;2;2;5;1;4;1;182
"15 anos";4;-;6;3;2;1;-;4;-;-;12;-;3;-;-;2;12;1;11;2;-;6;3;3;7;1;-;7;1;13;4;7;2;1;8;6;3;3;2;2;3;8;6;-;8;2;10;-;1;1;1;-;1;1;1;3;-;4;3;2;-;1;-;10;3;4;2;5;5;-;1;2;2;4;3;3;2;15;-;1;-;1;7;2;5;11;-;1;4;-;4;1;2;4;1;-;3;306
"16 anos";4;-;5;-;3;-;1;-;-;1;25;1;9;2;1;2;8;3;23;3;1;8;3;5;15;1;4;3;4;13;1;8;3;1;7;12;5;1;-;1;7;17;3;2;14;6;9;1;3;2;6;2;2;4;-;4;-;6;2;4;2;3;-;14;2;5;4;3;6;-;4;1;1;8;10;2;7;12;-;3;-;3;8;2;4;4;2;3;8;2;3;5;2;3;3;2;1;423
"17 anos";2;-;2;2;7;1;2;2;-;2;30;1;15;1;1;1;11;3;21;4;2;11;11;6;15;1;2;4;9;17;6;9;1;2;13;9;8;2;2;4;19;22;7;1;25;6;13;1;3;4;3;-;2;2;2;6;2;7;3;2;1;4;3;6;2;3;2;2;12;1;4;-;2;-;13;7;13;18;1;1;4;1;10;1;7;7;2;1;15;-;3;-;6;8;2;3;7;544
"18 anos";3;1;6;7;2;-;4;1;-;2;26;4;8;-;2;4;29;7;23;2;5;8;6;13;16;1;9;4;5;21;10;15;3;1;8;17;9;10;2;1;14;24;13;1;21;9;17;2;-;4;5;2;1;5;-;7;2;13;7;7;4;4;1;12;4;5;6;7;12;6;3;3;3;9;14;5;10;20;1;1;1;3;14;2;8;14;6;2;12;1;6;2;3;3;2;7;5;670
"19 anos";6;1;4;6;6;1;-;3;-;1;26;1;19;1;5;2;23;14;25;3;3;7;12;14;20;3;-;2;7;34;7;12;-;-;15;15;7;7;3;2;24;25;7;2;27;10;18;4;-;6;5;1;-;1;4;7;2;12;8;7;1;5;-;12;6;8;-;4;16;4;3;3;3;8;18;8;16;28;3;3;2;2;12;2;6;4;4;3;13;1;8;3;4;6;4;3;2;715
"20 anos";2;1;4;6;2;1;-;3;1;2;30;3;8;2;2;7;17;13;24;2;4;11;5;12;21;1;3;6;18;44;13;12;6;4;17;19;9;8;3;1;13;36;8;-;18;16;11;3;1;7;6;1;2;4;5;10;1;9;9;4;2;7;1;10;4;9;6;4;14;4;5;2;2;9;12;11;18;34;2;2;2;2;22;3;13;6;10;3;12;1;14;2;7;8;8;2;3;787
"21 anos";6;1;3;12;15;2;6;4;2;2;18;5;15;3;2;-;18;12;32;5;8;11;7;12;25;2;4;7;9;24;8;15;6;2;10;22;9;8;1;5;19;28;10;2;13;13;9;2;5;5;4;-;2;2;2;9;1;7;3;8;2;9;1;15;7;8;6;2;7;3;-;1;5;11;17;13;15;30;4;2;6;1;19;5;6;15;6;2;13;2;13;7;7;9;7;3;6;787
"22 anos";3;-;4;3;10;-;3;5;2;2;24;6;15;2;1;2;21;6;31;5;5;11;13;8;15;2;6;7;16;26;7;16;5;4;14;18;12;2;1;2;16;17;9;1;37;9;13;2;4;4;7;1;1;1;1;6;3;3;8;13;1;5;-;11;8;6;5;9;11;3;7;3;4;12;19;10;12;29;-;-;3;3;17;4;6;12;8;4;12;-;9;8;9;14;5;6;8;774
"23 anos";8;2;2;8;9;2;4;-;1;1;30;1;13;1;3;6;15;10;27;4;3;15;13;13;14;-;5;5;11;34;12;14;6;1;9;13;12;7;4;5;10;25;8;4;21;8;14;5;3;1;6;1;-;3;1;3;3;13;8;4;4;2;3;13;5;5;4;6;10;2;3;1;6;9;15;5;13;22;2;1;5;6;16;2;8;9;6;1;11;-;9;4;4;4;4;9;7;720
"24 anos";7;-;7;3;6;3;3;1;-;3;22;2;18;1;-;4;19;8;25;3;4;11;12;11;18;1;2;7;9;25;12;9;5;1;15;11;12;6;1;4;16;29;11;-;19;8;8;2;4;5;8;-;2;1;1;11;3;5;6;5;3;8;3;15;5;6;2;9;15;8;3;4;4;14;15;10;19;26;5;1;4;6;18;4;9;8;2;4;16;4;9;3;7;10;7;3;3;747
"25 anos";6;2;2;3;8;-;3;5;-;3;20;2;10;2;1;5;24;13;26;2;3;23;12;12;13;4;3;5;8;22;9;10;6;3;8;12;10;4;1;3;14;16;12;4;21;16;10;6;4;6;5;-;1;4;3;8;3;12;8;11;-;4;1;9;6;7;7;8;12;7;6;2;6;12;9;10;9;15;2;1;2;5;24;8;8;8;5;2;12;2;13;4;5;4;8;4;2;721
"26 anos";6;-;9;3;5;-;8;8;2;2;24;2;13;3;4;4;17;9;21;5;3;17;8;9;10;2;5;7;7;29;9;8;3;3;11;15;13;3;2;1;18;22;10;3;19;12;20;1;4;4;5;-;2;5;1;5;1;6;4;11;3;7;6;13;5;5;4;5;11;7;7;4;3;9;14;3;10;42;4;3;5;7;15;6;6;8;3;5;13;-;8;2;6;1;8;5;3;729
"27 anos";5;1;6;12;5;-;4;3;3;4;20;3;12;1;6;3;13;8;18;6;2;17;12;10;10;3;1;5;10;23;7;11;6;4;12;20;8;5;-;4;19;16;12;2;23;6;13;3;5;7;7;-;-;1;2;8;2;9;6;10;4;6;4;17;4;6;4;9;18;12;5;2;2;11;14;12;6;30;3;6;4;5;18;4;7;9;3;7;4;1;10;5;8;6;6;9;2;737
"28 anos";7;1;7;7;10;3;6;3;4;6;27;4;7;4;1;9;12;9;14;3;9;17;16;7;17;3;9;6;10;26;11;17;6;4;22;19;17;7;-;5;19;18;8;4;25;5;14;3;6;5;8;-;3;1;3;16;2;5;13;9;7;7;2;11;7;3;8;2;14;6;7;4;7;6;9;7;10;24;1;4;2;4;23;5;11;24;7;4;13;-;3;10;5;11;6;7;10;830
"29 anos";10;2;4;7;7;4;5;4;1;5;20;2;19;1;5;9;17;10;18;4;6;16;11;7;26;1;9;7;4;20;12;16;5;5;9;22;18;7;4;8;14;20;11;5;30;7;16;6;4;13;5;-;2;6;4;15;2;5;8;9;-;4;3;6;8;4;14;7;17;4;7;-;9;10;15;16;9;27;7;6;2;3;15;4;9;10;6;3;19;1;10;3;7;6;8;5;8;841
"30 anos";5;2;4;5;8;-;13;2;4;5;32;6;17;4;6;6;16;14;22;5;2;14;16;20;11;4;8;7;13;29;9;9;10;3;14;16;8;9;1;3;15;31;10;3;14;13;14;4;2;7;8;-;1;-;1;12;2;8;6;11;4;9;5;12;6;5;7;8;16;11;11;3;6;6;22;8;10;25;4;1;-;6;19;5;10;11;8;6;11;4;8;5;7;12;7;7;11;860
"31 anos";6;1;6;7;11;2;7;3;4;5;29;1;15;3;2;5;21;11;21;7;8;19;15;8;23;1;4;8;16;24;4;9;5;6;12;22;10;13;1;4;18;19;12;5;32;8;7;4;6;4;10;2;1;3;-;13;3;4;8;8;2;3;1;16;5;3;5;10;22;6;6;10;11;16;7;4;6;28;8;1;2;12;22;7;13;12;8;5;12;3;12;2;5;17;6;6;6;866
"32 anos";9;-;5;8;6;2;6;5;-;3;16;5;14;4;3;5;22;10;19;3;3;29;9;18;15;3;3;9;14;30;9;5;12;7;19;13;9;6;2;5;19;21;12;2;20;4;14;3;2;5;14;-;4;5;1;15;1;5;6;11;2;7;4;13;11;4;4;6;19;7;13;6;12;10;13;7;14;30;6;3;1;8;13;12;10;13;6;4;8;3;8;5;8;8;9;7;9;852
"33 anos";10;1;5;5;7;1;8;-;1;8;23;4;13;4;5;11;18;20;26;7;8;15;24;5;16;4;9;6;16;24;4;5;8;5;14;16;15;9;1;4;11;21;15;3;23;11;9;6;6;10;7;-;1;5;5;13;3;7;9;5;6;10;2;15;10;8;10;17;12;4;14;1;4;9;14;6;8;33;13;5;3;6;17;9;7;12;7;8;18;-;16;10;15;18;10;7;11;930
"34 anos";6;2;6;17;12;-;5;4;4;3;24;2;15;1;6;6;16;13;32;9;8;28;14;6;13;2;6;8;10;33;15;23;7;4;14;20;19;18;2;3;15;19;23;-;20;10;14;4;8;14;9;-;4;11;1;10;3;1;11;7;8;11;4;18;3;8;4;11;24;7;12;4;10;14;17;10;4;28;4;2;2;5;15;8;10;15;5;8;16;-;16;7;11;16;7;9;6;979
"35 anos";10;1;4;7;7;2;4;6;7;6;26;7;12;1;6;4;15;15;30;9;9;24;14;14;14;6;9;6;13;32;11;18;11;4;21;21;21;8;2;4;14;13;11;9;24;9;13;2;6;8;2;2;3;6;3;22;1;8;10;9;5;12;3;13;5;9;7;12;13;14;8;4;7;16;18;13;11;26;3;3;4;6;16;11;8;7;6;3;10;1;7;11;10;11;5;4;10;948
"36 anos";11;-;5;7;8;2;10;8;7;6;30;1;21;4;7;6;20;17;26;4;9;23;15;19;18;6;8;11;14;38;6;10;11;5;16;13;19;11;5;6;20;20;9;2;22;9;12;5;3;8;8;2;3;4;3;13;1;7;8;13;11;7;3;17;6;10;10;6;19;11;12;7;6;15;15;9;15;31;11;2;4;4;21;8;13;17;11;6;13;3;11;7;7;13;11;6;8;1021
"37 anos";9;-;8;5;6;4;9;3;1;6;31;9;9;3;9;7;25;12;18;8;6;24;13;13;17;4;6;10;15;35;7;16;7;5;21;22;16;15;5;4;12;26;21;4;27;9;13;9;9;12;15;-;3;6;5;16;4;5;9;13;10;9;4;18;7;12;11;10;27;7;13;2;14;10;22;7;12;32;7;3;7;10;23;12;14;12;8;4;13;5;11;9;10;20;14;11;6;1087
"38 anos";10;1;11;13;8;1;5;9;4;11;33;3;21;4;4;7;15;23;20;7;13;24;16;10;17;5;9;10;18;37;8;8;10;4;14;27;22;14;4;4;25;29;15;3;27;13;17;2;7;14;13;2;5;9;3;17;3;7;17;9;6;11;5;15;7;5;14;6;26;7;7;6;9;20;17;19;15;23;6;2;5;2;14;14;8;12;8;8;12;2;7;8;12;18;19;10;7;1113
"39 anos";15;2;6;8;16;-;5;4;3;7;29;8;25;3;5;7;25;9;21;8;8;25;17;15;21;4;9;20;21;37;17;18;7;7;20;18;26;12;3;7;18;35;17;8;28;13;17;4;10;6;11;-;3;4;1;18;1;8;10;11;4;12;4;21;10;6;13;9;26;10;16;10;14;14;14;16;13;19;12;5;6;6;26;9;4;11;12;13;19;1;14;10;5;21;9;9;7;1171
"40 anos";6;2;5;7;11;2;9;6;1;2;35;-;23;5;4;10;24;22;31;13;12;23;17;15;21;4;9;7;16;42;10;13;15;6;33;29;22;14;3;3;25;29;15;8;25;8;17;6;4;12;11;1;4;8;4;18;5;6;13;20;5;9;3;17;15;6;9;14;22;15;9;7;7;14;19;10;10;32;8;-;1;8;22;13;15;12;9;9;20;3;11;8;14;10;8;7;6;1178
"41 anos";10;4;6;13;10;2;7;3;2;6;37;5;18;6;8;13;18;15;37;13;13;30;19;18;17;3;4;17;20;39;8;21;10;8;21;21;20;10;-;7;23;25;22;7;32;23;19;8;7;10;11;2;6;8;4;23;4;11;8;15;6;9;2;16;5;15;10;18;26;11;6;2;12;19;19;12;23;37;13;5;7;13;26;9;14;28;15;6;17;7;12;7;12;16;11;9;2;1284
"42 anos";9;2;10;15;12;4;6;8;3;4;37;5;16;5;5;16;28;17;31;16;10;33;18;18;25;6;12;17;22;48;13;18;13;8;25;26;32;14;3;6;28;29;13;7;34;8;25;12;11;12;14;-;9;6;1;11;2;10;25;20;9;13;8;30;20;11;8;12;28;8;15;7;9;19;24;16;16;44;11;6;2;10;25;17;15;19;12;7;23;2;19;11;17;20;12;9;8;1435
"43 anos";18;4;10;15;19;1;9;7;1;10;40;6;19;3;10;5;19;27;26;11;11;37;26;22;22;5;15;22;23;41;14;17;10;8;29;31;24;12;4;4;32;40;19;6;22;13;27;4;4;11;12;3;6;10;4;20;3;11;14;23;7;17;4;22;22;6;12;14;37;16;7;6;12;24;23;10;23;37;8;1;8;10;27;11;17;16;12;9;22;4;19;7;20;30;8;12;10;1471
"44 anos";19;4;15;10;21;1;10;8;6;5;42;3;28;6;6;16;25;18;33;10;20;38;26;13;21;4;14;18;25;45;26;18;12;8;30;29;18;13;3;7;27;43;28;7;40;15;25;13;5;7;15;-;2;9;3;12;1;8;16;16;4;8;7;32;20;20;17;18;39;7;19;8;16;24;21;18;20;51;10;3;8;10;35;19;12;27;12;7;25;5;15;11;15;20;18;11;7;1585
"45 anos";17;2;7;15;16;1;4;7;4;6;51;4;25;7;8;17;28;29;35;17;8;33;38;24;30;7;19;15;20;61;13;18;17;11;36;24;28;14;1;3;29;37;20;10;31;11;28;6;6;14;17;3;3;6;3;26;3;12;9;23;8;24;6;35;22;16;12;22;45;13;20;8;17;28;26;33;24;37;10;6;3;4;34;23;14;22;17;7;24;4;28;15;18;15;22;11;8;1698
"46 anos";19;3;18;15;25;4;13;7;6;4;45;10;30;3;8;9;31;20;38;21;9;25;35;17;36;9;18;25;26;55;16;25;15;9;41;37;25;11;2;3;31;39;25;6;29;18;32;15;2;25;17;2;6;15;6;21;4;12;17;19;17;16;10;29;29;13;19;17;38;7;19;8;8;23;38;25;20;71;8;5;8;8;43;18;20;19;20;3;20;4;25;9;17;24;19;18;6;1810
"47 anos";20;2;13;18;15;2;12;9;10;9;64;8;30;6;8;13;33;33;38;14;20;42;36;32;29;8;17;29;22;48;22;23;15;11;32;39;46;15;7;7;33;31;14;11;52;20;30;13;11;16;16;1;7;11;2;27;5;17;20;27;15;16;5;34;24;23;15;19;45;20;19;11;13;26;28;28;23;58;17;6;9;24;40;20;18;19;18;7;22;8;22;16;18;32;18;17;17;1991
"48 anos";12;2;11;22;17;2;13;12;5;14;42;5;41;7;12;12;21;38;45;24;24;50;41;28;37;13;19;20;29;68;26;27;22;13;43;46;56;23;5;7;38;42;35;12;50;28;31;10;15;14;20;3;12;18;5;23;1;14;16;30;12;20;6;30;25;19;13;23;36;18;25;13;15;27;31;30;21;53;17;6;4;18;41;20;21;41;21;12;32;2;24;18;18;25;27;23;7;2165
"49 anos";21;6;13;17;29;3;13;11;9;11;66;13;42;14;14;14;40;33;46;22;21;61;42;23;36;4;23;20;39;52;21;30;24;12;55;47;37;23;5;11;34;43;39;9;44;18;30;13;8;16;22;1;8;24;2;29;6;17;20;35;18;20;13;46;15;23;19;24;49;12;27;11;13;38;38;21;32;77;20;11;11;20;42;33;17;33;21;14;32;11;23;21;20;32;31;20;9;2358
"50 anos";29;7;12;21;22;3;10;11;5;6;63;20;30;12;20;20;36;37;53;30;18;52;31;37;36;10;25;29;37;73;16;22;29;14;42;62;55;20;7;12;51;51;33;11;62;28;35;16;14;25;31;-;20;20;9;31;5;17;31;36;19;19;12;56;20;22;14;26;67;22;25;15;20;36;45;29;28;88;15;8;8;17;56;23;21;35;21;11;33;7;38;17;27;40;31;21;12;2604
"51 anos";33;3;17;41;30;4;18;16;4;10;61;9;41;10;9;22;44;45;44;24;34;39;42;37;48;16;27;28;48;71;21;32;34;15;28;51;54;22;7;11;44;38;28;6;60;23;37;10;11;22;29;3;18;20;9;22;5;19;20;35;11;24;15;43;25;25;19;26;49;16;37;16;22;41;38;36;44;70;31;6;7;24;54;33;9;32;19;15;32;6;31;25;34;38;28;18;10;2618
"52 anos";29;10;18;35;28;5;17;14;11;10;54;13;35;18;9;19;38;48;58;30;27;49;48;37;41;6;35;23;53;75;16;28;31;18;49;59;53;29;8;11;49;68;27;14;68;36;45;19;5;34;39;4;14;25;8;31;7;25;22;41;15;22;10;53;29;21;23;21;48;24;31;22;30;38;39;37;34;75;26;11;10;29;56;26;16;41;41;16;37;8;29;23;37;36;43;26;19;2878
"53 anos";39;4;14;32;37;5;18;16;8;8;79;17;60;14;18;29;40;47;53;33;29;81;38;51;54;11;47;30;59;74;36;44;31;27;62;56;55;24;15;12;60;60;31;13;72;33;36;21;11;28;31;2;14;28;8;28;6;17;29;47;30;26;13;67;34;32;19;33;77;32;39;26;21;67;49;37;31;87;30;7;12;34;51;33;27;32;38;20;42;14;44;20;32;63;50;25;17;3293
"54 anos";47;9;18;47;34;5;22;14;7;6;76;7;57;13;16;31;40;46;52;37;31;76;75;47;39;15;46;38;60;84;21;37;37;15;51;79;65;35;15;11;54;55;41;18;73;37;44;24;22;23;48;2;17;25;11;37;7;20;30;59;38;15;14;55;32;21;20;36;59;38;40;15;43;52;43;31;33;94;30;11;16;36;67;39;19;36;37;19;43;10;35;28;31;59;38;22;8;3371
"55 anos";39;11;13;46;39;7;26;29;7;14;92;23;41;16;22;28;42;62;60;44;32;68;54;50;37;10;31;25;63;91;29;26;41;29;64;70;83;22;17;14;64;55;35;22;62;37;41;29;18;24;50;2;17;34;14;38;4;24;38;45;26;30;18;70;38;16;24;35;98;33;54;21;31;53;56;34;46;104;40;16;6;32;69;37;30;33;43;20;43;6;50;34;32;63;43;30;19;3603
"56 anos";53;7;14;51;31;2;20;16;13;14;83;14;57;15;16;39;58;54;66;44;49;78;66;52;59;10;35;34;72;76;42;48;47;25;62;60;71;43;11;15;63;58;36;25;70;27;50;28;22;35;44;2;14;27;6;47;13;22;30;49;25;28;18;69;39;28;28;31;79;30;46;12;41;62;50;38;35;106;47;9;10;34;53;48;19;39;64;24;49;6;46;38;41;57;62;36;15;3752
"57 anos";48;10;14;43;27;11;27;15;18;15;83;23;66;12;18;45;56;46;58;38;33;88;63;47;49;12;44;37;88;93;35;38;30;19;56;81;78;37;11;20;57;71;54;32;73;36;50;21;16;38;47;2;18;33;15;48;10;19;41;69;31;36;26;74;45;31;25;37;106;38;60;20;37;72;70;41;42;103;43;10;16;39;79;50;27;44;58;24;48;19;54;38;52;59;38;27;15;4016
"58 anos";54;13;16;42;52;8;20;33;12;18;99;18;56;13;21;39;60;56;49;32;38;94;73;50;64;11;42;41;67;90;48;40;46;31;76;81;77;34;12;14;69;57;47;30;70;40;67;24;22;35;43;6;26;45;13;32;8;32;51;76;30;29;21;84;44;32;34;46;95;34;65;36;44;79;70;42;45;113;53;8;13;41;76;62;24;57;48;29;58;6;41;43;55;57;58;37;12;4254
