Mortalidade Geral
Óbitos Residentes MSP por Idade Detalhada e Distrito Admin residência
Sexo: Masculino
Raça/Cor: Preta
Período:2010-2019
"Idade Detalhada";"Água Rasa";"Alto de Pinheiros";"Anhanguera";"Aricanduva";"Artur Alvim";"Barra Funda";"Bela Vista";"Belém";"Bom Retiro";"Brás";"Brasilândia";"Butantã";"Cachoeirinha";"Cambuci";"Campo Belo";"Campo Grande";"Campo Limpo";"Cangaíba";"Capão Redondo";"Carrão";"Casa Verde";"Cidade Ademar";"Cidade Dutra";"Cidade Líder";"Cidade Tiradentes";"Consolação";"Cursino";"Ermelino Matarazzo";"Freguesia do Ó";"Grajaú";"Guaianases";"Iguatemi";"Ipiranga";"Itaim Bibi";"Itaim Paulista";"Itaquera";"Jabaquara";"Jaçanã";"Jaguara";"Jaguaré";"Jaraguá";"Jardim Ângela";"Jardim Helena";"Jardim Paulista";"Jardim São Luís";"José Bonifácio";"Lajeado";"Lapa";"Liberdade";"Limão";"Mandaqui";"Marsilac";"Moema";"Moóca";"Morumbi";"Parelheiros";"Pari";"Parque do Carmo";"Pedreira";"Penha";"Perdizes";"Perus";"Pinheiros";"Pirituba";"Ponte Rasa";"Raposo Tavares";"República";"Rio Pequeno";"Sacomã";"Santa Cecília";"Santana";"Santo Amaro";"São Domingos";"São Lucas";"São Mateus";"São Miguel";"São Rafael";"Sapopemba";"Saúde";"Sé";"Socorro";"Tatuapé";"Tremembé";"Tucuruvi";"Vila Andrade";"Vila Curuçá";"Vila Formosa";"Vila Guilherme";"Vila Jacuí";"Vila Leopoldina";"Vila Maria";"Vila Mariana";"Vila Matilde";"Vila Medeiros";"Vila Prudente";"Vila Sônia";"Ignorado";"Total"
"7 anos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;10
"8 anos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"9 anos";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;10
"10 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7
"11 anos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;9
"12 anos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;1;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;13
"13 anos";-;-;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;1;-;-;1;-;-;1;-;-;1;-;1;-;-;-;-;1;1;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;2;-;-;-;-;-;-;-;-;21
"14 anos";-;-;-;-;1;-;-;-;-;-;3;1;-;-;-;-;-;-;1;-;-;1;-;-;2;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;21
"15 anos";-;-;1;1;1;-;-;-;-;-;2;-;-;-;1;-;-;-;5;-;-;-;-;-;2;1;1;3;-;-;-;2;-;-;1;4;-;-;-;-;3;3;1;-;2;2;3;-;-;1;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;5;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;1;-;-;-;-;55
"16 anos";-;-;-;1;-;-;-;-;-;-;8;-;4;-;1;-;1;-;1;-;1;-;-;1;4;-;-;-;2;5;4;3;1;-;-;5;1;3;-;-;2;1;1;-;4;1;2;-;-;1;-;-;-;1;-;1;-;1;-;2;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;3;3;5;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;2;-;-;-;83
"17 anos";-;-;-;-;3;-;-;1;1;-;9;-;4;-;-;-;1;1;2;-;2;1;-;2;9;-;-;1;-;3;1;2;-;-;2;1;2;3;-;-;1;7;4;-;8;2;3;-;-;2;1;-;-;-;-;-;-;2;-;-;-;1;-;1;2;3;2;-;3;-;-;-;1;1;2;4;4;4;-;-;-;-;2;-;3;2;-;-;1;-;1;-;-;2;-;-;1;121
"18 anos";1;-;-;1;3;-;1;-;-;2;10;-;3;-;-;-;2;3;2;2;1;4;2;3;9;-;1;1;3;8;4;-;1;-;5;5;2;4;-;-;4;7;4;-;2;-;4;-;-;-;-;-;-;-;-;3;-;2;-;2;-;-;-;1;2;3;-;2;2;-;-;-;-;1;2;2;4;6;-;-;-;1;3;-;3;4;-;-;-;-;1;-;-;2;-;-;1;151
"19 anos";-;-;-;2;2;-;1;-;-;1;13;-;2;-;2;-;2;1;4;1;1;3;1;-;5;-;1;2;2;5;-;2;1;-;3;2;1;-;-;-;4;7;4;-;3;-;4;-;1;2;2;-;-;-;-;-;-;2;1;1;-;1;-;1;3;2;-;-;-;-;-;-;-;-;1;-;2;2;1;-;-;3;-;-;1;1;-;-;2;1;1;-;1;1;1;-;2;118
"20 anos";-;-;1;-;1;-;-;1;-;-;11;-;6;-;1;-;4;-;4;-;1;-;1;3;9;-;1;1;-;6;4;2;1;-;2;6;1;-;-;1;4;10;1;-;6;2;4;-;1;1;1;1;-;-;-;6;-;-;3;-;-;3;-;-;1;2;1;1;1;-;-;-;1;2;3;3;4;-;-;-;-;-;-;-;-;2;2;2;2;1;1;-;3;1;-;-;1;145
"21 anos";-;-;1;1;-;-;-;1;-;-;8;-;9;-;1;-;4;1;3;-;1;4;4;1;4;-;1;3;1;2;1;3;-;-;3;3;1;3;-;-;3;7;-;-;11;-;4;-;-;2;2;-;-;-;-;2;-;1;1;-;-;1;-;3;3;1;1;3;2;1;2;-;3;-;-;3;1;3;1;-;-;1;1;-;1;4;-;1;1;-;-;1;1;-;-;2;2;140
"22 anos";-;-;-;-;1;1;-;-;-;-;12;-;2;-;-;1;5;1;5;-;2;3;1;5;12;-;-;1;-;5;1;2;1;-;2;6;2;1;-;-;3;7;1;-;3;-;2;-;-;1;1;-;1;-;2;2;-;-;1;1;-;-;-;-;2;5;-;1;-;-;3;1;-;4;2;2;3;2;-;-;1;-;6;-;1;2;1;-;3;1;3;-;-;-;-;-;1;141
"23 anos";1;-;1;2;1;1;-;-;-;-;12;-;3;-;-;1;5;2;6;-;-;4;1;2;4;-;-;1;2;5;1;4;2;-;4;3;2;2;-;-;4;6;-;1;3;1;4;-;-;2;1;-;-;-;-;3;-;3;1;2;1;-;-;-;-;2;1;2;-;1;1;-;-;1;4;1;2;6;-;-;-;-;4;-;2;1;1;-;-;-;1;-;-;1;-;1;-;136
"24 anos";-;-;-;1;1;-;-;-;-;-;5;-;4;-;1;-;4;2;3;1;1;2;2;1;4;-;1;-;2;6;-;1;-;-;1;5;1;3;-;2;2;6;-;-;4;-;2;2;-;2;1;-;-;-;-;2;-;-;2;1;1;2;-;1;2;-;-;2;-;1;1;-;-;2;4;1;3;4;1;1;-;-;2;-;1;3;-;1;4;-;1;1;-;1;-;-;-;118
"25 anos";-;-;-;2;-;-;-;-;-;1;5;-;4;-;1;-;2;4;3;1;-;6;3;1;3;-;-;1;4;4;3;2;-;-;2;5;2;3;-;-;2;11;4;-;5;-;2;-;-;-;1;-;-;-;-;1;-;2;2;1;1;-;-;1;2;-;1;-;2;-;-;-;-;1;2;1;2;5;-;1;-;1;1;-;1;1;-;-;2;-;-;-;-;2;-;1;1;122
"26 anos";1;-;1;-;3;-;-;-;-;-;7;-;2;-;-;1;3;2;4;-;2;4;2;3;2;-;2;2;-;6;-;3;2;-;4;4;4;4;-;-;3;3;1;-;4;1;8;1;-;2;-;-;-;1;-;4;-;1;2;-;-;1;-;2;-;1;1;1;3;2;2;-;-;-;-;2;1;5;-;-;-;-;1;-;2;3;-;-;4;-;2;-;2;2;1;-;1;138
"27 anos";1;-;-;-;-;-;-;-;-;1;6;2;2;-;1;1;4;-;5;-;1;3;2;2;4;-;1;-;-;3;1;1;-;-;3;-;3;-;-;-;1;2;1;1;5;4;2;-;1;-;1;-;1;-;-;5;-;-;1;2;-;2;-;4;2;2;-;1;1;1;-;-;-;1;1;4;4;1;-;-;-;2;3;2;1;-;-;-;2;-;2;-;1;5;1;1;-;118
"28 anos";2;-;-;1;-;-;1;-;-;1;8;-;2;1;-;1;2;1;-;2;3;2;2;3;4;-;-;2;1;5;2;4;1;1;2;5;-;2;-;-;7;8;2;-;7;-;5;-;-;1;-;-;-;-;1;-;-;-;2;1;-;1;-;1;1;2;1;-;2;-;-;1;-;-;-;1;-;7;-;-;-;-;-;1;-;1;-;1;3;-;1;1;1;1;4;-;2;128
"29 anos";-;-;-;-;-;-;1;-;-;1;8;1;3;1;1;1;2;-;6;-;3;5;1;1;3;-;-;4;3;7;2;2;1;-;5;2;2;3;-;-;4;3;-;-;5;1;2;-;1;-;2;-;-;-;-;-;-;1;1;1;-;1;-;1;1;4;-;-;-;-;-;-;-;-;-;2;1;2;-;1;-;-;3;2;1;2;3;2;2;-;2;-;-;2;2;-;2;126
"30 anos";-;1;-;2;1;-;-;-;-;-;6;-;5;-;-;2;2;1;5;2;2;3;5;1;4;-;-;2;1;3;3;-;1;-;3;3;5;1;-;-;4;6;6;-;6;3;1;-;-;3;2;-;1;1;1;4;-;1;4;-;-;3;-;2;2;1;1;2;1;-;1;-;-;4;2;1;1;-;1;-;-;-;-;1;1;2;1;1;3;-;4;1;3;3;-;-;2;151
"31 anos";-;-;1;1;2;-;-;1;1;2;7;-;3;1;-;-;3;3;2;1;2;3;1;3;2;-;1;3;3;4;2;2;1;-;4;3;3;1;1;-;4;5;1;-;4;3;7;1;-;1;1;-;-;1;-;4;1;2;1;-;-;2;-;3;2;1;1;3;8;-;-;-;-;-;3;-;1;4;1;1;-;-;5;-;-;3;1;-;2;-;-;1;2;2;2;1;1;153
"32 anos";-;-;-;-;1;-;-;1;-;-;4;-;1;1;-;1;5;2;5;-;1;7;3;1;4;-;2;4;3;2;3;1;1;-;4;1;5;3;-;-;6;6;3;-;4;2;4;1;1;1;1;-;-;2;-;3;-;1;1;2;-;1;-;1;3;1;1;-;3;1;1;-;1;-;4;4;1;5;1;-;1;1;3;1;1;1;1;1;1;-;1;-;2;2;1;-;1;150
"33 anos";-;-;-;1;2;-;-;-;-;1;8;1;3;-;-;-;1;5;3;1;3;4;3;3;3;-;1;2;1;8;2;4;1;1;4;3;4;4;-;-;4;3;-;-;2;3;3;-;-;2;-;1;-;1;-;3;1;2;2;4;-;1;-;1;1;1;4;3;1;1;-;-;1;-;3;-;4;3;-;-;2;-;2;1;4;2;-;-;2;-;1;-;2;-;-;2;2;152
"34 anos";-;-;3;3;4;-;3;-;-;-;10;1;3;-;-;1;4;5;7;1;4;7;1;1;8;1;-;3;2;5;1;-;-;1;1;3;2;4;-;1;4;5;2;-;3;1;4;-;1;1;-;-;-;-;-;3;1;1;1;1;-;1;1;5;1;-;2;1;3;1;2;-;1;2;4;3;4;4;-;-;-;-;5;1;2;2;1;-;3;1;-;-;2;3;1;-;1;175
"35 anos";-;-;-;2;3;-;1;-;2;3;10;-;9;1;1;-;6;3;6;-;1;4;2;3;8;-;1;3;1;4;3;1;2;-;2;5;4;1;-;-;4;3;1;-;5;1;5;-;1;4;1;-;-;1;1;4;-;2;2;1;-;-;-;1;1;1;1;-;3;2;-;-;1;3;-;4;4;6;-;2;-;1;3;1;-;1;2;1;1;-;6;-;2;-;-;3;1;179
"36 anos";1;-;-;3;1;1;1;2;-;-;6;1;5;1;-;1;1;2;1;-;1;6;2;1;7;-;1;2;3;7;5;1;1;-;4;6;6;1;-;2;2;4;2;-;2;1;5;-;1;1;-;-;-;1;-;2;-;2;4;4;-;2;1;3;1;3;2;2;1;2;1;-;2;-;5;3;1;2;2;-;-;-;3;1;1;1;-;-;2;2;1;-;1;5;1;1;3;169
"37 anos";-;-;-;2;4;-;-;3;1;-;8;-;6;2;-;3;-;1;10;4;4;10;4;6;5;-;-;1;1;1;2;3;-;-;5;8;5;3;-;2;4;7;3;-;8;3;2;-;-;-;2;-;-;2;-;5;1;1;2;3;-;2;-;4;2;1;1;2;1;1;1;1;-;3;3;1;3;5;-;-;-;-;1;-;2;7;-;-;2;1;2;-;1;3;1;1;-;199
"38 anos";1;-;-;1;1;-;3;-;-;1;6;-;5;1;1;1;5;5;5;1;2;10;3;8;3;-;2;3;1;5;5;2;3;1;6;1;4;4;1;-;2;4;3;-;5;1;5;-;1;-;2;-;-;1;2;2;-;-;4;1;-;1;-;5;1;2;3;-;1;1;3;1;1;2;3;1;4;4;-;2;-;-;7;2;-;3;-;-;2;-;1;1;2;4;-;-;-;191
"39 anos";3;-;1;2;5;-;-;-;1;1;10;-;3;-;1;-;2;3;5;1;3;5;2;4;4;-;-;3;1;10;5;2;-;-;8;4;6;3;1;4;9;10;3;-;4;5;4;-;-;3;1;-;-;-;1;3;-;3;1;4;-;1;-;3;1;3;-;5;1;5;1;-;-;-;-;1;6;4;1;-;-;1;4;-;2;4;3;-;2;1;4;2;-;3;1;-;1;214
"40 anos";-;-;-;2;4;-;-;1;-;1;8;-;5;-;-;1;5;3;9;2;2;10;3;1;7;1;2;3;7;7;3;1;-;-;6;5;3;4;1;1;7;5;8;-;7;4;7;-;1;-;1;-;-;-;1;2;-;2;2;1;-;4;1;2;3;2;4;1;3;1;-;1;1;-;3;3;1;9;1;1;1;1;5;2;1;4;1;2;4;-;1;-;4;2;-;1;1;227
"41 anos";-;-;-;1;3;1;1;1;-;2;8;2;5;-;-;1;3;8;9;-;4;9;3;5;8;-;1;1;4;6;-;5;2;-;8;8;2;3;1;-;7;8;3;1;8;1;8;2;3;3;2;1;-;-;1;6;-;-;1;1;-;4;1;3;3;3;4;7;4;1;2;-;2;3;5;7;3;7;1;3;-;-;10;1;2;6;-;-;3;2;1;1;1;3;2;-;1;267
"42 anos";2;-;1;2;2;-;1;-;-;-;13;1;8;-;-;2;7;4;3;-;1;7;4;6;7;2;3;5;2;8;2;2;1;-;6;6;5;1;1;-;8;3;6;1;5;1;8;1;1;2;2;-;-;2;1;5;-;3;3;-;-;1;-;2;4;7;1;1;2;4;1;1;1;2;2;1;1;7;1;3;-;-;5;-;3;3;2;1;4;-;2;-;3;-;4;3;-;239
"43 anos";1;-;1;-;3;-;1;1;-;1;14;-;4;1;-;1;5;3;5;1;-;12;2;6;7;-;2;3;2;9;1;4;1;-;8;9;3;1;-;-;6;9;2;-;7;2;8;1;1;3;1;2;-;-;1;4;1;-;5;4;-;1;-;6;2;3;2;1;3;3;1;-;1;-;2;6;7;8;1;-;-;1;9;-;1;7;1;1;1;1;2;-;2;4;-;-;1;247
"44 anos";-;-;-;4;3;-;1;1;1;-;5;1;1;-;-;-;8;5;4;1;2;11;3;2;9;-;2;4;3;11;6;6;2;-;8;4;7;-;-;-;9;-;1;-;10;2;3;-;1;1;2;-;-;4;-;4;1;1;3;2;-;2;-;3;4;1;3;2;7;4;1;-;2;1;8;1;7;7;1;1;-;1;1;-;1;2;-;1;4;1;1;-;3;4;-;1;1;235
"45 anos";1;-;-;4;3;1;1;-;-;-;8;3;8;1;1;-;9;4;9;-;2;9;8;6;13;-;3;4;4;10;3;5;2;-;9;5;7;3;-;1;5;6;4;1;7;-;5;-;2;1;3;-;-;-;-;5;1;1;3;-;-;1;-;1;2;1;1;3;4;1;-;-;1;-;6;3;2;4;1;-;-;-;9;2;2;7;1;1;6;2;3;1;4;7;3;-;5;275
"46 anos";2;-;5;2;3;2;-;1;-;-;13;-;3;2;1;3;4;6;5;-;2;13;6;3;8;-;1;5;1;19;4;8;1;-;8;12;3;4;-;1;7;4;4;-;5;-;7;-;4;2;1;-;-;2;-;4;-;3;4;2;-;1;-;8;4;-;-;4;5;3;2;-;1;4;8;3;2;4;-;1;-;-;3;1;3;3;1;-;3;1;1;3;5;5;2;1;2;284
"47 anos";2;-;1;2;4;-;1;2;1;2;14;1;6;1;-;1;11;2;6;2;1;14;9;2;7;1;2;2;6;16;3;3;2;-;10;13;7;2;1;1;3;5;9;-;8;2;8;-;-;5;4;-;1;-;1;7;1;4;5;3;-;2;1;7;1;2;2;4;6;1;3;-;2;1;1;3;6;6;1;-;-;1;11;2;3;9;2;-;8;1;3;-;3;5;4;3;2;333
"48 anos";-;-;1;4;-;-;3;2;-;2;18;-;7;-;1;2;13;5;8;1;1;13;4;5;6;-;3;4;2;18;3;2;3;-;7;7;12;4;1;1;5;3;4;-;3;5;7;-;1;5;3;-;-;-;-;8;1;2;3;5;-;1;-;4;5;3;2;2;4;1;2;-;2;3;2;2;2;13;2;2;-;2;11;2;2;4;-;-;3;-;1;1;1;4;-;1;-;302
"49 anos";-;-;2;2;7;1;3;1;1;2;10;1;8;-;1;3;8;10;9;1;-;9;1;7;13;-;2;6;3;14;6;4;4;-;11;10;10;3;-;2;10;9;2;-;14;6;3;-;1;3;3;-;-;4;1;5;1;1;3;3;1;3;-;7;3;6;1;1;2;1;1;-;4;4;4;7;4;12;-;-;-;4;7;1;3;5;2;-;4;-;-;-;3;5;1;4;5;349
"50 anos";4;-;4;6;3;-;-;3;1;1;17;-;6;-;1;1;11;5;12;1;4;15;5;6;10;-;3;5;9;16;7;6;2;1;10;10;14;3;-;2;5;15;4;1;11;4;6;1;1;3;6;-;-;2;-;1;1;3;4;3;1;2;-;4;3;2;3;4;7;1;2;1;3;1;5;4;5;12;2;4;1;-;6;4;1;6;3;3;2;1;5;3;4;3;2;4;1;390
"51 anos";2;-;-;4;9;1;1;1;-;-;18;4;6;2;3;4;3;11;7;2;5;21;10;4;8;2;1;1;10;24;6;5;7;1;14;14;13;1;-;1;15;14;5;-;11;2;11;-;2;7;-;-;1;2;-;9;-;1;5;4;2;5;1;7;5;3;1;5;7;3;-;3;4;2;3;1;4;8;1;-;2;3;11;4;3;9;4;-;4;1;1;-;4;7;4;2;2;441
"52 anos";2;-;3;2;7;-;1;-;-;2;15;2;10;-;1;2;6;5;11;4;3;14;7;10;6;-;6;4;6;10;4;3;3;2;15;11;12;5;-;1;8;7;7;-;8;2;9;-;2;6;2;-;-;3;2;4;-;4;5;4;-;5;-;5;3;7;-;4;9;2;6;1;-;2;10;6;7;14;2;1;2;-;11;3;-;7;-;2;8;-;4;-;2;7;1;2;1;402
"53 anos";1;2;3;2;11;1;2;2;1;3;23;1;7;1;-;3;8;10;9;4;9;21;9;3;11;-;5;4;2;14;8;4;2;-;11;14;6;7;1;1;11;10;6;1;7;1;8;2;-;7;7;-;-;2;2;4;1;1;7;6;1;4;-;4;6;3;3;6;9;1;3;5;5;3;7;8;6;9;1;2;1;-;6;4;6;11;4;3;7;-;4;2;6;9;2;2;2;464
"54 anos";4;1;3;6;8;-;1;5;5;2;25;2;5;3;-;2;10;7;7;3;6;20;10;6;20;-;1;4;9;17;8;3;1;1;21;13;10;4;-;1;14;20;7;1;5;5;20;-;6;4;6;-;1;4;-;8;1;3;2;1;1;1;1;4;10;6;1;8;8;2;2;-;3;8;9;4;3;15;-;-;2;1;5;7;6;9;-;3;10;1;5;-;6;8;2;8;2;523
"55 anos";4;1;5;5;7;1;2;3;-;2;21;1;12;1;4;1;8;9;7;5;5;12;8;8;14;-;7;6;10;14;7;3;3;1;9;19;8;3;-;2;10;17;6;-;12;6;9;-;2;7;1;-;-;-;1;8;5;1;6;4;-;5;2;14;2;4;2;10;3;2;2;2;4;5;6;5;4;8;3;-;-;1;10;2;1;9;2;-;6;1;-;2;9;8;1;-;3;471
"56 anos";2;1;1;6;7;2;1;3;2;2;15;-;7;1;2;2;7;10;8;1;3;11;2;8;16;-;3;4;13;21;5;3;2;-;12;7;11;7;1;1;7;11;6;2;5;3;10;1;1;8;4;-;-;1;-;8;1;7;10;4;-;11;1;6;9;4;2;4;11;4;1;2;2;4;13;5;8;14;2;1;2;4;15;4;1;9;4;1;5;-;7;-;2;6;2;3;1;469
"57 anos";2;-;1;2;4;1;2;2;1;2;23;2;7;-;-;4;7;11;10;5;7;19;10;10;14;1;7;2;6;14;10;3;3;2;9;13;13;6;-;1;7;16;6;-;14;14;11;2;1;7;5;-;-;2;1;2;1;3;9;9;-;5;1;9;12;5;3;5;14;1;1;2;4;5;5;8;1;13;2;3;1;1;9;10;-;10;4;3;6;-;5;-;11;6;-;-;2;513
"58 anos";2;-;1;8;6;1;2;3;1;1;26;2;15;1;1;4;8;9;11;1;9;8;10;5;10;-;11;5;13;24;7;3;4;1;20;19;10;7;-;2;10;16;3;-;21;8;13;3;-;3;1;-;1;4;3;4;1;2;5;4;2;-;-;11;6;7;6;1;4;2;1;2;3;2;10;4;4;13;2;2;2;1;10;5;1;9;7;-;8;1;4;2;4;7;4;3;3;526
"59 anos";1;-;-;5;-;1;-;3;-;3;24;1;14;1;2;-;5;13;11;2;14;16;9;12;23;-;2;6;15;23;13;9;2;-;18;14;10;8;1;-;11;12;4;-;9;7;12;2;1;7;4;-;-;4;3;3;1;2;11;5;1;2;2;6;11;9;1;9;10;3;7;1;3;11;9;4;6;13;4;1;-;1;8;4;4;10;2;2;9;-;7;3;9;10;6;2;-;569
"60 anos";3;1;4;8;10;1;2;2;1;1;22;-;19;2;2;3;10;6;9;1;5;14;7;10;11;1;5;3;4;14;9;7;3;1;28;20;14;13;-;1;9;17;16;-;13;10;11;1;2;9;4;1;-;-;2;2;1;4;5;4;1;3;2;8;2;9;1;3;14;3;2;1;2;6;6;8;10;18;3;-;2;-;13;5;3;7;2;3;6;-;6;1;8;6;5;6;4;567
"61 anos";3;-;3;8;10;1;3;2;1;2;26;1;15;-;1;2;8;9;17;1;6;15;13;10;16;-;4;8;6;16;10;10;5;1;15;10;15;6;1;-;15;23;12;1;19;6;15;-;2;4;7;1;-;2;2;9;1;3;5;4;1;-;-;15;4;4;3;5;4;2;1;4;2;7;3;11;6;17;1;1;2;3;11;7;1;6;2;3;7;-;6;1;7;13;4;3;2;580
"62 anos";5;-;1;2;8;2;2;3;-;-;9;2;8;-;-;5;16;5;8;2;17;18;8;7;24;-;4;6;11;18;6;9;1;-;13;14;15;5;-;3;9;14;10;-;10;12;18;1;5;6;6;-;-;-;1;2;2;4;10;7;-;5;-;4;4;2;2;3;11;6;3;-;5;4;8;6;8;22;2;1;-;1;8;5;1;10;2;2;6;-;5;1;11;6;3;6;1;538
"63 anos";2;-;1;4;13;-;-;4;2;4;28;-;14;-;1;3;11;9;12;2;8;16;11;10;22;1;8;8;9;20;9;5;3;-;15;13;8;5;2;2;10;19;9;-;17;13;13;1;1;9;2;-;1;2;1;4;1;4;7;3;-;5;1;7;7;2;5;4;5;1;6;-;6;9;8;8;2;14;3;2;2;-;14;2;4;16;3;1;5;-;4;1;7;4;4;6;-;570
"64 anos";4;-;4;2;8;-;2;1;-;4;18;4;15;4;-;6;10;12;7;3;4;24;12;8;14;-;5;10;14;23;8;3;3;1;18;20;12;4;1;2;8;11;11;1;12;11;13;1;-;8;5;-;1;1;1;7;3;8;10;6;2;7;2;9;6;9;1;3;11;4;4;1;6;7;6;4;6;16;1;1;-;3;12;3;5;10;5;4;8;-;3;1;11;11;4;3;1;598
"65 anos";2;2;2;3;9;-;1;-;-;3;26;2;12;2;2;1;7;12;14;2;9;13;17;4;13;1;7;5;8;20;8;9;1;-;13;17;14;5;-;1;10;7;13;-;10;8;14;4;1;9;6;1;-;2;2;6;1;4;8;5;1;1;1;10;4;6;3;7;13;2;1;1;5;6;7;7;5;15;2;4;1;2;15;7;6;7;3;2;7;-;6;3;8;9;3;1;2;561
"66 anos";1;1;1;5;7;1;-;3;3;3;24;-;16;-;1;2;5;12;9;4;7;12;9;7;11;-;6;11;10;19;11;5;-;-;11;13;21;6;1;2;13;19;10;-;13;12;7;1;2;8;5;-;-;1;2;7;2;3;8;4;2;5;-;5;7;5;3;5;12;3;5;-;4;2;8;6;8;14;2;1;-;-;4;2;3;9;1;1;3;-;5;3;3;4;5;3;1;521
"67 anos";3;-;1;8;13;-;2;-;-;-;21;2;7;1;-;3;6;11;11;2;7;17;8;3;23;-;4;4;15;22;12;7;4;2;14;20;9;4;-;3;8;15;6;-;17;10;12;3;-;8;8;-;-;1;-;8;1;8;8;6;1;3;3;8;7;3;2;6;8;2;5;-;2;6;11;4;6;9;2;-;1;1;8;4;2;8;2;1;9;-;6;1;2;6;5;3;2;537
"68 anos";1;2;-;5;11;-;1;-;1;1;24;-;5;1;1;4;9;6;13;2;6;19;6;5;16;2;4;7;9;15;7;5;4;1;13;19;17;10;1;4;7;17;8;1;9;11;13;2;2;5;6;1;-;-;1;5;1;4;5;6;1;3;2;7;8;5;2;2;9;1;3;1;2;6;7;3;3;17;3;1;-;-;7;1;2;5;4;2;10;-;2;1;6;7;6;2;-;502
"69 anos";2;1;4;5;9;-;-;-;-;-;19;1;12;1;1;4;8;8;11;3;8;12;8;8;12;1;2;6;9;9;2;10;2;-;23;15;11;7;1;1;8;17;8;2;13;12;6;-;1;9;5;-;-;-;-;10;1;5;5;8;3;3;-;6;5;2;1;2;7;4;4;-;3;9;10;8;12;14;3;2;2;1;8;1;2;8;5;1;6;-;4;1;6;8;2;1;1;501
"70 anos";-;-;1;4;3;1;-;3;-;-;23;4;13;1;2;4;6;8;16;5;6;15;7;7;8;-;6;7;8;25;5;7;4;-;10;5;6;9;1;-;9;17;11;-;12;13;12;1;4;8;5;-;1;1;-;12;-;2;7;2;2;7;2;10;11;2;2;4;6;-;5;-;2;3;7;5;6;12;1;-;2;-;7;4;1;15;2;-;12;-;2;-;6;9;5;-;3;502
"71 anos";3;-;2;5;4;-;1;1;3;1;19;1;8;-;3;3;12;3;12;5;7;19;11;6;11;1;4;7;6;29;6;2;5;-;10;18;7;7;4;1;10;16;8;-;15;15;9;2;2;15;2;-;-;1;-;5;1;3;8;11;3;4;-;11;3;4;3;10;6;3;-;3;2;4;10;6;5;15;2;-;2;1;6;5;1;9;1;3;8;1;4;-;6;8;2;1;-;522
